generation,MSE,time,run_id
1,0.6449347,14.24096,0
2,0.5294239,14.52011,0
3,0.5311717,14.76629,0
4,0.5294354,15.01378,0
5,0.5296261,15.24565,0
6,0.5299553,15.4787,0
7,0.5294528,15.71207,0
8,0.5299461,15.93214,0
9,0.5294239,16.13681,0
10,0.5295122,16.35667,0
11,0.529425,16.57754,0
12,0.5241684,16.80636,0
13,0.5235628,17.02089,0
14,0.491968,17.23771,0
15,0.4919411,17.44556,0
16,0.4240329,17.64948,0
17,0.4242383,17.85734,0
18,0.4252112,18.06929,0
19,0.4251985,18.29096,0
20,0.4252601,18.5064,0
21,0.4232851,18.74672,0
22,0.4239689,18.97532,0
23,0.424098,19.1853,0
24,0.4246378,19.40885,0
25,0.4021588,19.62904,0
26,0.4021588,19.83913,0
27,0.4021588,20.05243,0
28,0.4021588,20.27842,0
29,0.4021588,20.48886,0
30,0.4021588,20.69804,0
31,0.4021588,20.94526,0
32,0.4021588,21.16863,0
33,0.4021588,21.42271,0
34,0.4021588,21.65487,0
35,0.4021588,21.87325,0
36,0.4021588,22.08017,0
37,0.4021588,22.30946,0
38,0.4021588,22.54231,0
39,0.4021588,22.79362,0
40,0.4021588,23.01199,0
41,0.4021588,23.22315,0
42,0.4021588,23.42426,0
43,0.3702779,23.63788,0
44,0.3702779,23.85696,0
45,0.3702779,24.08881,0
46,0.3702779,24.3113,0
47,0.3702779,24.52761,0
48,0.3702779,24.74457,0
49,0.3567883,24.96221,0
50,0.3569214,25.18476,0
51,0.3567823,25.39898,0
52,0.3568938,25.62116,0
53,0.3567985,25.84468,0
54,0.3569718,26.08922,0
55,0.3567864,26.32343,0
56,0.3567864,26.54653,0
57,0.3567864,26.76514,0
58,0.3568154,26.99731,0
59,0.3568215,27.224,0
60,0.3568152,27.45531,0
61,0.3570644,27.66504,0
62,0.3567754,27.88451,0
63,0.3567979,28.0922,0
64,0.3568382,28.30327,0
65,0.3569064,28.52793,0
66,0.3569892,28.74683,0
67,0.3580658,28.97854,0
68,0.3555456,29.18312,0
69,0.3564389,29.41087,0
70,0.3543844,29.64653,0
71,0.3546104,29.88973,0
72,0.3551722,30.11977,0
73,0.3547703,30.36104,0
74,0.3546406,30.60287,0
75,0.3488279,30.83223,0
76,0.3503471,31.04673,0
77,0.3455324,31.29032,0
78,0.3454822,31.54184,0
79,0.3455621,31.75974,0
80,0.3454794,31.9889,0
81,0.3447249,32.2087,0
82,0.3462205,32.42798,0
83,0.3442328,32.64721,0
84,0.3335753,32.88063,0
85,0.3332533,33.0845,0
86,0.3331662,33.29245,0
87,0.3264247,33.50016,0
88,0.3223156,33.72248,0
89,0.3200083,33.94623,0
90,0.3199744,34.16396,0
91,0.3198523,34.40023,0
92,0.3198984,34.63722,0
93,0.3198936,34.85801,0
94,0.3198601,35.0786,0
95,0.3198678,35.3007,0
96,0.3156889,35.50706,0
97,0.3156925,35.74592,0
98,0.307055,35.973,0
99,0.3057826,36.186,0
100,0.3046197,36.39737,0
101,0.3046891,36.62251,0
102,0.3046652,36.87971,0
103,0.3046737,37.10578,0
104,0.3047397,37.32693,0
105,0.304686,37.53776,0
106,0.3052264,37.7465,0
107,0.304776,37.96415,0
108,0.3047206,38.1665,0
109,0.2996343,38.37409,0
110,0.2996466,38.59122,0
111,0.2995587,38.81134,0
112,0.2996399,39.02335,0
113,0.3010582,39.26707,0
114,0.299696,39.51232,0
115,0.299696,39.72124,0
116,0.3012295,39.94066,0
117,0.299696,40.15581,0
118,0.2842852,40.36454,0
119,0.2842852,40.59587,0
120,0.2842852,40.81654,0
121,0.2842852,41.05748,0
122,0.2842852,41.26495,0
123,0.2842852,41.47548,0
124,0.2842852,41.70377,0
125,0.2842852,41.93565,0
126,0.2842852,42.16769,0
127,0.2803604,42.38526,0
128,0.2801092,42.59681,0
129,0.2798764,42.80359,0
130,0.2797367,43.01746,0
131,0.2798193,43.22795,0
132,0.2798193,43.49442,0
133,0.270501,43.71061,0
134,0.2574028,43.93328,0
135,0.2573624,44.15384,0
136,0.2573545,44.39078,0
137,0.2573933,44.60394,0
138,0.2573501,44.81434,0
139,0.2573501,45.05314,0
140,0.2573943,45.26541,0
141,0.2573616,45.4759,0
142,0.2574028,45.67956,0
143,0.2573501,45.898,0
144,0.2573791,46.12452,0
145,0.2549524,46.3547,0
146,0.2516556,46.56195,0
147,0.251684,46.78589,0
148,0.2516523,46.99692,0
149,0.2517296,47.24551,0
150,0.2503691,47.44725,0
151,0.2503691,47.65387,0
152,0.2503517,47.87588,0
153,0.2503288,48.08174,0
154,0.245277,48.29368,0
155,0.2439669,48.50739,0
156,0.2438979,48.71806,0
157,0.2439209,48.93122,0
158,0.2439694,49.18218,0
159,0.24389,49.41409,0
160,0.2439383,49.62614,0
161,0.238898,49.86336,0
162,0.238898,50.08228,0
163,0.238898,50.30665,0
164,0.238898,50.54988,0
165,0.238898,50.75823,0
166,0.238898,50.97456,0
167,0.238898,51.20105,0
168,0.238898,51.4072,0
169,0.238898,51.61236,0
170,0.2379609,51.83726,0
171,0.2356719,52.04187,0
172,0.2352553,52.25176,0
173,0.2356351,52.45269,0
174,0.233536,52.66813,0
175,0.2234279,52.88836,0
176,0.2231631,53.12933,0
177,0.2231098,53.33182,0
178,0.2231272,53.54408,0
179,0.2227682,53.76165,0
180,0.2221582,53.97683,0
181,0.2221582,54.18226,0
182,0.2222041,54.38424,0
183,0.2204155,54.59153,0
184,0.2191158,54.80946,0
185,0.2154132,55.02017,0
186,0.2154173,55.22539,0
187,0.2154144,55.4358,0
188,0.2143031,55.64189,0
189,0.2143031,55.8501,0
190,0.214339,56.06343,0
191,0.2143216,56.26639,0
192,0.2113783,56.46837,0
193,0.2089536,56.68941,0
194,0.2101699,56.91323,0
195,0.2101699,57.12201,0
196,0.2101477,57.32365,0
197,0.2101477,57.52974,0
198,0.2099716,57.73572,0
199,0.2078096,57.93981,0
200,0.2078096,58.13566,0
201,0.2078096,58.36196,0
202,0.2058799,58.59897,0
203,0.2048623,58.84532,0
204,0.2048623,59.06263,0
205,0.2048623,59.25491,0
206,0.2048623,59.45673,0
207,0.2029043,59.66121,0
208,0.2029126,59.88158,0
209,0.2027704,60.08991,0
