generation,MSE,time,run_id
1,0.003960317,85.22405,0
2,0.003961109,85.91901,0
3,0.004006029,86.47101,0
4,0.004198259,87.03439,0
5,0.003894726,87.59838,0
6,0.003895331,88.12486,0
7,0.003820618,88.62693,0
8,0.002818188,89.14356,0
9,0.002818249,89.67399,0
10,0.002818176,90.19462,0
11,0.002818176,90.67788,0
12,0.002818225,91.16286,0
13,0.002818535,91.68911,0
14,0.002818322,92.20955,0
15,0.002818253,92.69879,0
16,0.002818188,93.20506,0
17,0.002818176,93.69409,0
18,0.002818249,94.20599,0
19,0.002818234,94.67627,0
20,0.002818311,95.19445,0
21,0.0028182,95.66546,0
22,0.002818243,96.1664,0
23,0.002818176,96.66015,0
24,0.002818241,97.16151,0
25,0.002818176,97.63312,0
26,0.002818199,98.14777,0
27,0.002818253,98.65053,0
28,0.002818579,99.13234,0
29,0.002615421,99.65452,0
30,0.00221066,100.1469,0
31,0.002211774,100.6357,0
32,0.00221096,101.1098,0
33,0.002210593,101.5626,0
34,0.002211138,102.0662,0
35,0.002210525,102.5298,0
36,0.002210952,102.999,0
37,0.00221139,103.4804,0
38,0.00221121,103.9694,0
39,0.002100268,104.4463,0
40,0.002100274,104.9339,0
41,0.002100807,105.535,0
42,0.002100037,106.0328,0
43,0.00222343,106.51,0
44,0.002100121,107.0619,0
45,0.002127489,107.544,0
46,0.002100257,108.0267,0
47,0.002109943,108.4906,0
48,0.002100496,108.9952,0
49,0.002101298,109.4754,0
50,0.002099989,109.931,0
51,0.002100564,110.4088,0
52,0.002100478,110.8813,0
53,0.002100075,111.326,0
54,0.002100097,111.7751,0
55,0.002081179,112.2522,0
56,0.002081179,112.7295,0
57,0.002081179,113.1967,0
58,0.002081179,113.6865,0
59,0.002081179,114.1812,0
60,0.002081179,114.655,0
61,0.00202347,115.1263,0
62,0.002023749,115.5826,0
63,0.002024014,116.0924,0
64,0.001778475,116.5238,0
65,0.001870786,117.0005,0
66,0.002055153,117.4565,0
67,0.001789543,117.9049,0
68,0.001835699,118.3705,0
69,0.001780061,118.8358,0
70,0.001789121,119.2869,0
71,0.001812051,119.7375,0
72,0.001860705,120.1896,0
73,0.001856495,120.6629,0
74,0.001817973,121.1275,0
75,0.001798803,121.6063,0
76,0.00177877,122.1049,0
77,0.001794725,122.615,0
78,0.001782473,123.0819,0
79,0.001787389,123.5647,0
80,0.001798497,124.0819,0
81,0.001778926,124.5892,0
82,0.001778825,125.0835,0
83,0.001795688,125.563,0
84,0.001843019,126.0645,0
85,0.001798272,126.5853,0
86,0.001778811,127.2803,0
87,0.001796096,127.8066,0
88,0.001779874,128.3352,0
89,0.001634432,128.8659,0
90,0.001634485,129.371,0
91,0.001615092,129.8931,0
92,0.001615106,130.388,0
93,0.001614664,130.8823,0
94,0.001647285,131.399,0
95,0.00149458,131.8781,0
96,0.001494512,132.3577,0
97,0.001494542,132.8393,0
98,0.001494512,133.3087,0
99,0.001494582,133.7616,0
100,0.001494982,134.2263,0
101,0.001442374,134.7428,0
102,0.001440041,135.2148,0
103,0.001420671,135.6746,0
104,0.001420638,136.1471,0
105,0.001420725,136.614,0
106,0.001421404,137.0684,0
107,0.001421258,137.5568,0
108,0.001420574,138.0243,0
109,0.001420782,138.6078,0
110,0.001420599,139.0531,0
111,0.001420452,139.6328,0
