generation,MSE,time,run_id
1,6.162054,1.227267,0
2,6.162054,1.266045,0
3,6.162054,1.307103,0
4,6.128627,1.350004,0
5,6.128627,1.393503,0
6,6.128627,1.430359,0
7,5.85108,1.468978,0
8,5.85108,1.510601,0
9,5.85108,1.545375,0
10,5.85108,1.592013,0
11,5.85108,1.640397,0
12,5.765248,1.692028,0
13,5.765248,1.741541,0
14,5.765248,1.778563,0
15,5.729063,1.815937,0
16,5.657638,1.851034,0
17,5.606042,1.901127,0
18,5.606042,1.954502,0
19,5.393847,2.040156,0
20,5.393847,2.095564,0
21,5.393847,2.142787,0
22,5.370861,2.19192,0
23,5.326076,2.238938,0
24,5.326076,2.284306,0
25,5.326076,2.327142,0
26,5.326076,2.36852,0
27,5.326076,2.410252,0
28,5.314908,2.453854,0
29,5.278111,2.490239,0
30,5.272561,2.54464,0
31,5.272561,2.594748,0
32,5.236214,2.630649,0
33,5.236214,2.667859,0
34,5.236214,2.714688,0
35,5.236214,2.759663,0
36,5.236214,2.819279,0
37,5.236214,2.851887,0
38,5.236214,2.892632,0
39,5.236214,2.934919,0
40,5.236214,2.978111,0
41,5.236214,3.057763,0
42,5.236214,3.110565,0
43,5.236214,3.155543,0
44,5.236214,3.208557,0
45,5.236214,3.261478,0
46,5.236214,3.315949,0
47,5.236214,3.369898,0
48,5.236214,3.43447,0
49,5.236214,3.519236,0
50,5.236214,3.57165,0
51,5.236214,3.641664,0
52,5.236214,3.708616,0
53,5.236214,3.784248,0
54,5.236214,3.870976,0
55,5.236214,3.921992,0
56,5.236214,3.976488,0
57,5.236214,4.028381,0
58,5.236214,4.084314,0
59,5.236214,4.135118,0
60,5.236214,4.197974,0
61,5.236214,4.247596,0
62,5.236214,4.297071,0
63,5.236214,4.355342,0
64,5.236214,4.412565,0
65,5.236214,4.481217,0
66,5.236214,4.541875,0
67,5.236214,4.601416,0
68,5.236214,4.657346,0
69,5.236214,4.717646,0
70,5.236214,4.788944,0
71,5.236214,4.853387,0
72,5.285955,4.867909,0
1,6.338174,1.071317,1
2,6.338174,1.102166,1
3,6.249379,1.135428,1
4,6.249379,1.168231,1
5,6.249379,1.200437,1
6,6.249379,1.235491,1
7,6.192476,1.267536,1
8,6.120192,1.29899,1
9,6.120192,1.333423,1
10,6.10296,1.37047,1
11,6.10296,1.408233,1
12,6.046897,1.444244,1
13,6.046897,1.48697,1
14,6.02035,1.522603,1
15,6.02035,1.556539,1
16,5.970774,1.592717,1
17,5.930581,1.629867,1
18,5.914546,1.666247,1
19,5.648707,1.719549,1
20,5.648707,1.750601,1
21,5.648707,1.783715,1
22,5.648707,1.815519,1
23,5.648707,1.850404,1
24,5.648707,1.889475,1
25,5.648707,1.929074,1
26,5.644711,1.958014,1
27,5.644711,1.998238,1
28,5.628223,2.034354,1
29,5.628223,2.067686,1
30,5.621853,2.101924,1
31,5.621853,2.138943,1
32,5.614194,2.175566,1
33,5.614194,2.211961,1
34,5.614194,2.248053,1
35,5.581233,2.285064,1
36,5.505321,2.338507,1
37,5.505321,2.379276,1
38,5.505321,2.417114,1
39,5.505321,2.456599,1
40,5.505321,2.498223,1
41,5.505321,2.538866,1
42,5.505321,2.574877,1
43,5.505321,2.613784,1
44,5.505321,2.652778,1
45,5.485609,2.694388,1
46,5.485609,2.735125,1
47,5.483867,2.774455,1
48,5.468561,2.815467,1
49,5.468561,2.85562,1
50,5.468561,2.895378,1
51,5.468561,2.935547,1
52,5.468561,2.976052,1
53,5.468561,3.015953,1
54,5.427763,3.074279,1
55,5.427763,3.114643,1
56,5.427763,3.159385,1
57,5.427763,3.203222,1
58,5.427763,3.250509,1
59,5.427763,3.299509,1
60,5.427763,3.348734,1
61,5.427763,3.397388,1
62,5.427763,3.444642,1
63,5.427763,3.490918,1
64,5.427763,3.548584,1
65,5.427763,3.603932,1
66,5.427763,3.662081,1
67,5.427763,3.719313,1
68,5.427763,3.781961,1
69,5.427763,3.839172,1
70,5.427763,3.893415,1
71,5.427763,3.949236,1
72,5.422079,3.966717,1
1,6.10037,1.161706,2
2,6.10037,1.194218,2
3,6.10037,1.228653,2
4,6.10037,1.262833,2
5,6.10037,1.297836,2
6,6.10037,1.331541,2
7,6.10037,1.371509,2
8,6.10037,1.406822,2
9,6.10037,1.440707,2
10,6.10037,1.476184,2
11,6.10037,1.510791,2
12,6.091635,1.551347,2
13,5.853898,1.59044,2
14,5.853898,1.625374,2
15,5.853898,1.660733,2
16,5.853898,1.697832,2
17,5.741474,1.735958,2
18,5.741474,1.774351,2
19,5.476648,1.828041,2
20,5.476648,1.871958,2
21,5.476648,1.909224,2
22,5.476648,1.948264,2
23,5.476648,1.982894,2
24,5.476648,2.019661,2
25,5.476648,2.056664,2
26,5.476648,2.100466,2
27,5.476648,2.149284,2
28,5.476648,2.184509,2
29,5.476648,2.22129,2
30,5.476648,2.259965,2
31,5.476648,2.297014,2
32,5.476648,2.338709,2
33,5.476648,2.38287,2
34,5.476648,2.431982,2
35,5.476056,2.488089,2
36,5.416087,2.559413,2
37,5.416087,2.614036,2
38,5.416087,2.673275,2
39,5.416087,2.726523,2
40,5.416087,2.771792,2
41,5.416087,2.811036,2
42,5.416087,2.847543,2
43,5.416087,2.893031,2
44,5.416087,2.937215,2
45,5.416087,2.981961,2
46,5.416087,3.034472,2
47,5.416087,3.087537,2
48,5.416087,3.1497,2
49,5.416087,3.217911,2
50,5.416087,3.277404,2
51,5.416087,3.334473,2
52,5.416087,3.391407,2
53,5.416087,3.448177,2
54,5.416087,3.521115,2
55,5.416087,3.574176,2
56,5.416087,3.626562,2
57,5.416087,3.678134,2
58,5.416087,3.735369,2
59,5.416087,3.793681,2
60,5.416087,3.852265,2
61,5.416087,3.912355,2
62,5.416087,3.971587,2
63,5.416087,4.029326,2
64,5.416087,4.090666,2
65,5.416087,4.165223,2
66,5.416087,4.23784,2
67,5.416087,4.298286,2
68,5.416087,4.355172,2
69,5.416087,4.413557,2
70,5.416087,4.471354,2
71,5.416087,4.528433,2
72,5.422559,4.545847,2
1,6.450571,1.049243,3
2,6.450571,1.081838,3
3,6.450571,1.114396,3
4,6.450571,1.147487,3
5,6.450571,1.182291,3
6,6.400841,1.214326,3
7,6.337813,1.247283,3
8,6.172729,1.280375,3
9,6.172729,1.316387,3
10,6.16967,1.351022,3
11,6.16967,1.386892,3
12,5.979884,1.421262,3
13,5.979884,1.457377,3
14,5.979884,1.492878,3
15,5.979884,1.530086,3
16,5.979884,1.57052,3
17,5.976201,1.611462,3
18,5.976201,1.652953,3
19,5.74048,1.716271,3
20,5.74048,1.760927,3
21,5.74048,1.80591,3
22,5.74048,1.849427,3
23,5.74048,1.893363,3
24,5.74048,1.948984,3
25,5.74048,1.990115,3
26,5.74048,2.034612,3
27,5.74048,2.076975,3
28,5.74048,2.119049,3
29,5.74048,2.161048,3
30,5.74048,2.202814,3
31,5.726379,2.250122,3
32,5.726379,2.301229,3
33,5.726379,2.358011,3
34,5.726379,2.416805,3
35,5.726379,2.475007,3
36,5.554726,2.548498,3
37,5.554726,2.606305,3
38,5.554726,2.660971,3
39,5.554726,2.713557,3
40,5.554726,2.764455,3
41,5.554726,2.810507,3
42,5.554726,2.85545,3
43,5.554726,2.901494,3
44,5.554726,2.944247,3
45,5.554726,2.98209,3
46,5.554726,3.024973,3
47,5.554726,3.077056,3
48,5.554726,3.125452,3
49,5.554726,3.170771,3
50,5.554726,3.222085,3
51,5.554726,3.277901,3
52,5.554726,3.336674,3
53,5.554726,3.395126,3
