generation,MSE,time,run_id
1,0.01071977,19.44965,0
2,0.01071977,19.63271,0
3,0.01054235,19.80407,0
4,0.01054235,19.9901,0
5,0.01054235,20.16754,0
6,0.01054235,20.3407,0
7,0.01054235,20.5315,0
8,0.01054235,20.71325,0
9,0.01042804,20.88956,0
10,0.01042804,21.07492,0
11,0.01042804,21.27818,0
12,0.01039356,21.45389,0
13,0.01039356,21.64812,0
14,0.01037387,21.82,0
15,0.01037387,21.99443,0
16,0.01036043,22.18877,0
17,0.01027578,22.37632,0
18,0.01027578,22.56684,0
19,0.01025485,22.75328,0
20,0.01024496,22.92869,0
21,0.01024496,23.14077,0
22,0.01017242,23.30904,0
23,0.01015408,23.49362,0
24,0.01015122,23.6956,0
25,0.01013404,23.91159,0
26,0.01013404,24.12923,0
27,0.0100998,24.31264,0
28,0.0100998,24.48158,0
29,0.0100951,24.66466,0
30,0.01000936,24.87263,0
31,0.01000936,25.05332,0
32,0.009959675,25.23857,0
33,0.009959675,25.43814,0
34,0.009953977,25.64793,0
35,0.009925166,25.84242,0
36,0.009925166,26.03713,0
37,0.009920286,26.23153,0
38,0.009920286,26.4492,0
39,0.009920286,26.65745,0
40,0.009844652,26.86286,0
41,0.009844652,27.09604,0
42,0.009812139,27.35109,0
43,0.009780442,27.60719,0
44,0.009780442,27.86049,0
45,0.009780442,28.1017,0
46,0.009780442,28.35646,0
47,0.009780442,28.61737,0
48,0.009780442,28.88599,0
49,0.009780442,29.141,0
50,0.009780442,29.39747,0
51,0.009780442,29.67,0
52,0.009780442,29.95078,0
53,0.009780442,30.26807,0
54,0.009780442,30.57829,0
55,0.009780442,30.85707,0
56,0.009780442,31.13103,0
57,0.009780442,31.40572,0
58,0.009780442,31.68445,0
59,0.009780442,31.92464,0
60,0.009780442,32.20759,0
61,0.009780442,32.49808,0
62,0.009780442,32.7998,0
63,0.009780442,33.0978,0
64,0.009780442,33.35449,0
65,0.009780442,33.63384,0
66,0.009780442,33.92098,0
67,0.009780442,34.15942,0
68,0.009780442,34.43546,0
69,0.009780442,34.70952,0
70,0.009780442,34.91158,0
71,0.009780442,35.14146,0
72,0.009780442,35.36491,0
73,0.009780442,35.57034,0
74,0.009780442,35.77927,0
75,0.009780442,35.98611,0
76,0.009780442,36.22213,0
77,0.009780442,36.42774,0
78,0.009780442,36.64247,0
79,0.009780442,36.85564,0
80,0.009780442,37.08078,0
81,0.009780442,37.28931,0
82,0.009780442,37.51777,0
83,0.009780442,37.72518,0
84,0.009780442,37.92323,0
85,0.009780442,38.14868,0
86,0.009780442,38.35392,0
87,0.009780442,38.57467,0
88,0.009314996,38.89818,0
89,0.009314996,39.11081,0
90,0.009314996,39.32268,0
91,0.009314996,39.52976,0
92,0.009314996,39.7355,0
93,0.009299007,39.93727,0
94,0.009278672,40.11199,0
95,0.009278672,40.27108,0
96,0.009278672,40.41124,0
97,0.009272322,40.56514,0
98,0.009272322,40.71311,0
99,0.009272322,40.87371,0
100,0.009272322,41.03128,0
101,0.00926488,41.19578,0
102,0.00926488,41.34986,0
103,0.00926488,41.49806,0
104,0.00924886,41.64819,0
105,0.009236574,41.79323,0
106,0.009236574,41.9448,0
107,0.009236574,42.09165,0
108,0.009236574,42.25074,0
109,0.009236574,42.39879,0
110,0.009227994,42.53345,0
111,0.009227994,42.67699,0
112,0.00920886,42.8287,0
113,0.00920886,42.9823,0
114,0.00920886,43.12472,0
115,0.009204028,43.27031,0
