generation,GA_MSE,GA_time,HA_MSE,HA_time,run_id
1,0.005001214,152.4779,5.613433e-5,153.7422,0
2,0.005001214,152.9553,5.613433e-5,153.2036,0
3,0.005001214,153.3369,5.613433e-5,153.5767,0
4,0.004685448,153.5976,6.239438e-5,153.95,0
5,0.004458394,153.8673,6.227693e-5,154.2496,0
6,0.004230673,154.1402,5.849736e-5,154.4162,0
7,0.003988366,154.4124,6.235384e-5,155.7313,0
8,0.003907797,154.6661,5.92756e-5,154.9172,0
9,0.003115699,154.9296,5.761649e-5,155.1818,0
10,0.003057138,155.2216,5.592044e-5,155.4894,0
11,0.002745903,155.4586,6.170848e-5,155.7294,0
12,0.002501824,155.7101,5.824375e-5,155.9554,0
13,0.002421545,156.0269,6.135654e-5,156.2762,0
14,0.002421545,156.2785,6.135654e-5,156.5737,0
15,0.002378297,156.5374,6.105507e-5,156.8062,0
16,0.002378297,156.8107,6.105507e-5,157.0413,0
17,0.002378297,157.0206,6.105507e-5,157.2946,0
18,0.002284441,157.2396,5.533943e-5,157.5072,0
19,0.002272679,157.4467,5.950199e-5,157.7167,0
20,0.002169847,157.6892,5.796441e-5,157.946,0
21,0.002055945,157.936,5.784687e-5,158.1659,0
22,0.002055945,158.1606,5.784687e-5,158.4138,0
23,0.001852015,158.382,6.010535e-5,158.6201,0
24,0.001852015,158.6191,6.010535e-5,158.8494,0
25,0.001852015,158.9002,6.010535e-5,159.2141,0
26,0.001812495,159.1987,6.112595e-5,159.471,0
27,0.001812495,159.417,6.112595e-5,159.6763,0
28,0.001769221,159.681,5.779674e-5,159.9711,0
29,0.001733684,159.9062,5.989783e-5,160.1624,0
30,0.001676812,160.1066,6.002954e-5,160.3405,0
31,0.001602244,160.308,5.948331e-5,160.5616,0
32,0.001595944,160.5327,6.027694e-5,160.7869,0
33,0.001595944,160.7663,6.027694e-5,161.0185,0
34,0.00149518,160.9797,6.03878e-5,161.2572,0
35,0.00149518,161.205,6.03878e-5,161.4304,0
36,0.001457846,161.4072,6.062671e-5,161.6532,0
37,0.001440375,161.6087,6.093722e-5,161.8805,0
38,0.001434454,161.8178,6.027953e-5,162.0756,0
39,0.001404581,162.0181,5.851951e-5,162.268,0
40,0.001404581,162.2307,5.851951e-5,162.4468,0
41,0.001370085,162.4406,6.220957e-5,162.7107,0
42,0.001344005,162.6521,5.964993e-5,162.9212,0
43,0.001338572,162.9095,5.867035e-5,163.1692,0
44,0.001306345,163.1367,5.879122e-5,163.4167,0
45,0.0012966,163.3775,6.115144e-5,163.6246,0
46,0.001272257,163.5831,5.812432e-5,163.8219,0
47,0.001236139,163.8132,6.065655e-5,164.0747,0
48,0.001229796,164.0187,6.087215e-5,164.3176,0
49,0.001224931,164.262,6.03803e-5,164.5582,0
50,0.001217396,164.5554,5.744208e-5,164.8683,0
51,0.001207345,164.7935,5.799224e-5,165.0738,0
52,0.001175019,165.0936,5.738687e-5,165.3997,0
53,0.001157589,165.3839,5.767831e-5,165.7642,0
54,0.001147725,165.7396,5.813738e-5,166.0543,0
55,0.001140617,165.9741,5.780161e-5,166.3216,0
56,0.001136934,166.6717,6.04919e-5,167.0532,0
57,0.001136934,167.0432,6.04919e-5,167.3198,0
58,0.001129763,167.299,5.752782e-5,167.6058,0
59,0.001129763,167.6956,5.752782e-5,168.0073,0
60,0.001123401,167.9632,5.927952e-5,168.2447,0
61,0.001111244,168.1763,5.743986e-5,168.4171,0
62,0.001111244,168.4189,5.743986e-5,168.6818,0
63,0.001102093,168.616,5.731062e-5,168.8759,0
64,0.001102093,168.8266,5.731062e-5,169.0603,0
65,0.001098179,169.0391,5.722198e-5,169.2938,0
66,0.001097659,169.2505,5.705811e-5,169.5014,0
67,0.001093896,169.4621,5.723014e-5,169.7006,0
68,0.001087887,169.7025,5.735906e-5,169.9539,0
69,0.001077289,169.8955,5.760799e-5,170.133,0
70,0.001077289,170.1033,5.760799e-5,170.3594,0
71,0.001077289,170.3112,5.760799e-5,170.5488,0
72,0.001077289,170.505,5.760799e-5,170.7425,0
73,0.001077289,170.713,5.760799e-5,170.9779,0
74,0.00107433,170.9049,5.733448e-5,171.1332,0
75,0.00107043,171.1236,5.751771e-5,171.355,0
76,0.00107043,171.3463,5.751771e-5,171.6122,0
