generation,GA_MSE,GA_time,HA_MSE,HA_time,run_id
1,0.005001214,161.4934,5.613433e-5,162.8984,0
2,0.005001214,162.7431,5.613433e-5,163.0415,0
3,0.005001214,163.7025,5.613433e-5,163.9352,0
4,0.005001214,164.761,5.613433e-5,165.0167,0
5,0.005001214,165.5963,5.613433e-5,165.8279,0
6,0.004718386,166.4694,5.896325e-5,166.7977,0
7,0.004901867,167.2076,5.45742e-5,167.5617,0
8,0.004747187,167.9235,6.037656e-5,168.1769,0
9,0.004750171,168.6159,5.896325e-5,168.8989,0
10,0.004380597,169.3035,6.147257e-5,169.6347,0
11,0.0051119,170.009,6.147257e-5,170.4501,0
12,0.004858619,170.7142,6.147257e-5,170.9832,0
13,0.004232591,171.3817,6.526337e-5,171.6769,0
14,0.004167215,172.2685,5.979668e-5,172.5209,0
15,0.004391775,172.9772,5.979668e-5,173.222,0
16,0.004169946,173.6283,5.979668e-5,173.8383,0
17,0.004167153,174.2856,5.979668e-5,174.5514,0
18,0.003971357,174.9224,5.823648e-5,175.1723,0
19,0.003959569,175.6038,6.34501e-5,175.8582,0
20,0.00382228,176.1927,6.34501e-5,176.4357,0
21,0.003945055,176.8753,6.34501e-5,177.136,0
22,0.004645969,177.5451,5.740326e-5,177.8016,0
23,0.00380949,178.1863,6.34501e-5,178.4377,0
24,0.003937393,178.8016,6.34501e-5,179.0265,0
25,0.003809548,179.43,6.34501e-5,179.6623,0
26,0.003807597,180.0466,6.34501e-5,180.2916,0
27,0.003808704,180.7102,6.34501e-5,180.9458,0
28,0.003806292,181.3289,6.34501e-5,181.5548,0
29,0.003815104,182.0232,6.34501e-5,182.2445,0
30,0.003973636,182.6482,6.34501e-5,182.8899,0
31,0.003807465,183.3332,6.34501e-5,183.5683,0
32,0.003603449,183.9406,5.924711e-5,184.1868,0
33,0.003603449,184.6079,5.924711e-5,184.8394,0
34,0.003603501,185.2299,5.924711e-5,185.4846,0
35,0.003603449,185.8682,5.924711e-5,186.1545,0
36,0.003612277,186.5353,5.924711e-5,186.7665,0
37,0.00360345,187.1265,5.924711e-5,187.3657,0
38,0.003603449,187.7764,5.924711e-5,188.017,0
39,0.003611477,188.3614,5.924711e-5,188.5841,0
40,0.003349595,189.0104,6.157583e-5,189.2721,0
41,0.003349463,189.6372,6.157583e-5,189.9416,0
42,0.003349442,190.2312,6.157583e-5,190.4487,0
43,0.003349491,190.7967,6.157583e-5,191.0178,0
