generation,GA_MSE,GA_time,HA_MSE,HA_time,run_id
1,0.00405695,15.1816,0.0001028087,15.41298,0
2,0.00368142,15.41691,0.0001111154,15.5287,0
3,0.002997243,15.67998,9.724328e-5,15.78473,0
4,0.003013133,15.93392,9.724328e-5,16.00812,0
5,0.002966993,16.15429,9.700313e-5,16.26431,0
6,0.002821801,16.37045,9.714092e-5,16.45318,0
7,0.002846163,16.57642,9.714092e-5,16.66719,0
8,0.002820678,16.81835,9.714092e-5,16.91436,0
9,0.002885343,17.04046,9.714092e-5,17.12427,0
10,0.00280522,17.24545,9.22449e-5,17.32604,0
11,0.002724725,17.50833,9.22449e-5,17.61993,0
12,0.002725746,17.82615,9.22449e-5,17.91686,0
13,0.002841414,18.03594,9.196476e-5,18.11514,0
14,0.0021588,18.25589,8.900752e-5,18.36551,0
15,0.002158475,18.50249,8.900752e-5,18.57109,0
16,0.002157509,18.70284,8.900752e-5,18.78002,0
17,0.00215835,18.90786,8.900752e-5,18.98649,0
18,0.00215927,19.1597,8.900752e-5,19.26849,0
19,0.002167473,19.42931,8.900752e-5,19.53902,0
20,0.00201264,19.71247,8.816845e-5,19.83061,0
21,0.002015454,19.9684,8.816845e-5,20.06855,0
22,0.002014801,20.1814,8.816845e-5,20.29193,0
23,0.00201129,20.40245,8.816845e-5,20.48809,0
24,0.00201129,20.60848,8.816845e-5,20.68947,0
25,0.00201129,20.81599,8.816845e-5,20.9183,0
26,0.002026041,21.06778,8.816845e-5,21.16743,0
27,0.00201129,21.30622,8.816845e-5,21.38748,0
28,0.00201129,21.51175,8.816845e-5,21.59881,0
29,0.002012006,21.71534,8.816845e-5,21.82789,0
30,0.002015454,21.92403,8.816845e-5,22.00354,0
31,0.002015454,22.17564,8.816845e-5,22.25807,0
32,0.002015454,22.38257,8.816845e-5,22.47389,0
33,0.00201129,22.63535,8.816845e-5,22.73247,0
34,0.00201129,22.88516,8.816845e-5,22.98856,0
35,0.002024076,23.16569,8.816845e-5,23.28257,0
36,0.00201129,23.41737,8.816845e-5,23.51195,0
37,0.002023191,23.64783,8.816845e-5,23.72902,0
38,0.001972853,23.85338,8.440603e-5,23.93808,0
39,0.001944755,24.06563,8.757284e-5,24.17688,0
40,0.001932543,24.35042,8.757284e-5,24.43135,0
41,0.001892364,24.56032,8.757284e-5,24.64186,0
42,0.001914309,24.76727,8.757284e-5,24.84597,0
43,0.001901981,24.9714,8.757284e-5,25.06444,0
44,0.001972159,25.17884,8.757284e-5,25.25856,0
45,0.00170815,25.43388,9.12722e-5,25.53106,0
46,0.00173084,25.68831,9.12722e-5,25.80153,0
47,0.001734669,25.94539,9.12722e-5,26.03965,0
48,0.001504931,26.16937,8.50566e-5,26.26823,0
