generation,GA_MSE,GA_time,HA_MSE,HA_time,run_id
1,1.205902,36.47552,0.710126,36.64249,0
2,1.175428,36.83085,0.6929913,36.96534,0
3,1.177041,37.16589,0.6929913,37.31771,0
4,1.175985,37.52522,0.6929913,37.69017,0
5,1.17603,37.87005,0.6929913,38.00846,0
6,1.176962,38.24421,0.6929913,38.36546,0
7,1.176136,38.57309,0.6929913,38.72825,0
8,1.175984,38.93092,0.6929913,39.07434,0
9,1.175428,39.28532,0.6929913,39.41733,0
10,1.176891,39.69339,0.6929913,39.83056,0
11,1.177948,40.04976,0.6929913,40.19178,0
12,1.175427,40.41224,0.6929913,40.55031,0
13,1.177785,40.78185,0.6929913,40.92746,0
14,1.174877,41.12768,0.7015237,41.26511,0
15,1.176238,41.46231,0.7015237,41.60532,0
16,1.151505,41.82473,0.685265,41.96923,0
17,1.153544,42.1701,0.685265,42.32356,0
18,1.152678,42.50772,0.685265,42.65936,0
19,1.139587,42.85516,0.6739795,42.99745,0
20,1.142184,43.24188,0.6739795,43.38246,0
21,1.140648,43.63852,0.6739795,43.79694,0
22,1.141657,43.97769,0.6739795,44.12545,0
23,1.140159,44.32863,0.6739795,44.47724,0
24,1.141613,44.78009,0.6739795,44.96022,0
25,1.140602,45.15071,0.6739795,45.27312,0
26,1.141783,45.80026,0.6739795,45.98516,0
27,1.140601,46.28637,0.6739795,46.43971,0
28,1.13966,46.72964,0.6739795,46.91738,0
29,1.140381,47.0925,0.6739795,47.30064,0
30,1.140075,47.60117,0.6739795,47.77345,0
31,1.14542,47.95168,0.6739795,48.11173,0
32,1.142242,48.34532,0.6739795,48.49187,0
33,1.139588,48.74275,0.6739795,48.88702,0
34,1.141125,49.12448,0.6739795,49.26587,0
35,1.140803,49.48632,0.6739795,49.63163,0
36,1.14184,49.87871,0.6739795,50.03008,0
37,1.145179,50.26232,0.6739795,50.40746,0
38,1.140247,50.659,0.6739795,50.8141,0
39,1.144553,51.03013,0.6739795,51.18709,0
40,1.142055,51.39763,0.6739795,51.54528,0
41,1.141603,51.76153,0.6739795,51.89388,0
