generation,GA_MSE,GA_time,HA_MSE,HA_time,run_id
1,1.139322,169.4303,0.5789425,172.8515,0
2,1.135671,170.7818,0.5789425,171.0129,0
3,1.138441,171.7795,0.5789425,172.0222,0
4,1.131886,172.7067,0.5789425,172.9361,0
5,1.124469,173.5399,0.5846769,173.9911,0
6,1.124469,174.4631,0.5846769,174.7417,0
7,1.098742,175.4487,0.5584409,176.0673,0
8,1.008269,176.4817,0.5482635,181.0737,0
9,0.9928763,177.5853,0.5482635,178.0693,0
10,1.046466,178.9375,0.5482635,179.384,0
11,1.013943,180.1001,0.5580157,181.8239,0
12,1.010004,181.1938,0.5528419,187.5417,0
13,0.9881143,181.9854,0.5482635,182.3441,0
14,0.9881393,182.7704,0.5482635,183.1052,0
15,0.98773,183.5626,0.5482635,183.8853,0
16,0.9951898,184.2583,0.5620123,184.7023,0
17,0.9906583,185.1978,0.5482635,185.6067,0
18,1.025572,186.0176,0.5482635,186.3542,0
19,0.9712354,186.7219,0.5661931,187.2325,0
20,0.9702045,187.4742,0.5661931,187.7423,0
21,0.9803943,188.2917,0.5661931,188.5542,0
22,0.9776098,189.2673,0.5661931,189.5529,0
23,1.026258,190.0255,0.5661931,190.2858,0
24,1.009795,190.721,0.5661931,190.9941,0
25,0.9804896,191.409,0.5661931,191.6724,0
26,0.9794658,192.1088,0.5661931,192.3882,0
27,0.9732001,192.7927,0.5661931,193.0521,0
28,0.9841785,193.4511,0.5661931,193.7245,0
29,0.9792849,194.1829,0.5661931,194.4544,0
30,0.9943463,194.8869,0.5661931,195.1402,0
31,0.9972928,195.6027,0.5661931,195.868,0
32,1.056141,196.3038,0.5636545,197.7989,0
33,0.9852797,197.1526,0.5661931,197.437,0
34,0.9793497,197.7946,0.5661931,198.0757,0
35,0.9885909,198.5334,0.5661931,198.8179,0
36,0.9894943,199.2366,0.5661931,199.4851,0
37,0.9849839,199.9317,0.5661931,200.1818,0
38,0.9881977,200.6018,0.5661931,200.8645,0
39,1.004755,201.2666,0.5661931,201.5207,0
40,1.013497,201.9293,0.5661931,202.1767,0
41,1.004293,202.5669,0.5628712,202.956,0
42,0.9892454,203.2589,0.5661931,203.5738,0
43,0.9882327,203.9004,0.5630303,207.7752,0
44,0.9761016,205.2872,0.5661931,205.5545,0
45,1.024803,205.9747,0.5661931,206.2186,0
46,1.004779,206.6899,0.5661931,207.0047,0
47,0.9820546,207.4412,0.5556326,207.9763,0
48,1.03689,208.508,0.5661931,208.7779,0
49,0.998717,209.2234,0.5661931,209.4986,0
50,0.9832026,209.9106,0.5678308,210.3388,0
51,0.9934586,210.5743,0.5661931,210.8267,0
52,0.9836351,211.2315,0.5661931,211.4835,0
53,1.074132,211.8753,0.5627969,212.2946,0
54,0.9752377,212.5328,0.5661931,212.7926,0
55,0.9948676,213.1814,0.5661931,213.4372,0
56,0.996837,213.875,0.5661931,214.112,0
57,0.9777903,214.5205,0.5661931,214.7476,0
58,0.9802676,215.1304,0.5661931,215.4245,0
59,0.9976207,215.7604,0.5661931,216.0292,0
60,0.9905322,216.4136,0.5661931,216.6663,0
61,0.9729498,217.0763,0.5661931,217.3558,0
62,0.9908262,217.6979,0.5661931,217.9921,0
63,0.9980395,218.374,0.5661931,218.6654,0
64,1.026677,218.996,0.5694465,220.3191,0
65,0.9897227,219.6693,0.5661931,219.9276,0
66,0.99396,220.4617,0.5661931,220.7305,0
67,0.9712987,221.1639,0.5661931,221.4137,0
68,0.9798441,221.826,0.5661931,222.0773,0
69,1.016495,222.4436,0.5449703,222.7959,0
70,0.986852,223.0661,0.5661931,223.3162,0
71,0.9885951,223.7224,0.5661931,223.9684,0
72,0.9748803,224.412,0.5661931,224.7082,0
73,0.9699425,225.0754,0.5573123,225.3301,0
74,0.972904,225.7014,0.5573123,225.9271,0
75,0.971667,226.3241,0.5573123,226.5606,0
76,0.9716834,227.0024,0.5573123,227.2412,0
77,0.9774102,227.6374,0.5573123,227.8649,0
78,0.9741236,228.3014,0.5573123,228.5552,0
79,0.9705642,228.9947,0.5573123,229.2548,0
80,0.9757954,229.6747,0.5573123,229.9645,0
81,0.9806225,230.3396,0.5657337,230.6311,0
82,0.9699379,230.942,0.5573123,231.1738,0
83,0.9982323,231.5702,0.5573123,231.8264,0
84,0.983038,232.1668,0.5573123,232.4124,0
85,0.9741497,232.7874,0.5573123,233.0287,0
86,0.9694753,233.3964,0.5573123,233.6414,0
87,0.9725197,234.0132,0.5573123,234.3095,0
88,0.9769396,234.7046,0.5573123,235.0206,0
89,0.9740122,235.4828,0.5573123,235.8855,0
90,0.9711108,236.8552,0.5573123,237.14,0
91,0.975841,237.6107,0.5573123,237.8651,0
92,0.9760848,238.2707,0.5573123,238.5417,0
93,0.9721731,238.9192,0.5573123,239.1428,0
94,0.9681072,239.5367,0.5573123,239.7943,0
95,0.9713088,240.1702,0.5573123,240.4053,0
96,0.9695378,240.8027,0.5573123,241.0499,0
97,0.9747566,241.4203,0.5573123,241.656,0
98,0.9730099,242.0125,0.5573123,242.2501,0
99,0.9757111,242.6076,0.5573123,242.8502,0
100,0.9690136,243.2114,0.5573123,243.4573,0
101,0.9733649,243.8857,0.5573123,244.1277,0
102,0.9724445,244.4852,0.5573123,244.7093,0
103,0.9728452,245.1709,0.5573123,245.4071,0
104,0.9739624,245.7886,0.5573123,246.0287,0
105,0.9717161,246.4446,0.5573123,246.7061,0
106,0.9722342,247.062,0.5573123,247.3148,0
107,0.9860878,247.6747,0.5573123,247.9531,0
108,0.9695276,248.3623,0.5596832,248.6525,0
109,0.9716991,249.0204,0.5573123,249.2722,0
110,0.9933193,249.7138,0.5573123,249.953,0
111,0.9701274,250.3508,0.5573123,250.5883,0
112,0.9830673,250.963,0.5573123,251.1989,0
113,0.9796711,251.5941,0.5573123,251.8242,0
114,0.9684239,252.1927,0.5573123,252.4441,0
115,0.9684926,252.7739,0.5573123,253.0326,0
116,0.9732523,253.4067,0.5573123,253.6773,0
117,0.9736628,254.0136,0.5573123,254.2856,0
118,0.9697678,254.6777,0.5573123,254.9108,0
119,0.9750883,255.2798,0.5573123,255.5191,0
120,0.998578,255.8981,0.5573123,256.1249,0
121,0.995189,256.5654,0.558364,256.8185,0
122,0.9701065,257.38,0.5573123,257.643,0
123,1.013662,258.0387,0.5573123,258.2956,0
124,0.9771695,258.705,0.5573123,258.951,0
125,0.9740386,259.3386,0.5573123,259.5688,0
126,0.9737704,259.9848,0.5573123,260.2254,0
127,0.9752985,260.5864,0.5573123,260.8297,0
128,0.9746213,261.1909,0.5573123,261.4333,0
129,0.971828,261.827,0.5573123,262.0565,0
130,0.9755909,262.4881,0.5573123,262.7181,0
131,0.9701586,263.1188,0.5573123,263.3902,0
132,0.9746054,263.6945,0.5573123,263.9732,0
