generation,GA_MSE,GA_time,HA_MSE,HA_time,run_id
1,0.003960317,89.41718,6.567481e-5,90.16336,0
2,0.004577255,91.02078,6.567481e-5,91.22264,0
3,0.003971502,91.6615,6.567481e-5,91.86915,0
4,0.004202373,92.31674,6.752048e-5,92.58082,0
5,0.003900318,92.90751,6.620424e-5,93.11507,0
6,0.003924334,93.45475,6.620424e-5,93.64787,0
7,0.003746416,93.99518,7.3162e-5,94.19923,0
8,0.00372996,94.52996,6.36352e-5,94.76349,0
9,0.003729958,95.09339,6.36352e-5,95.27271,0
10,0.003730051,95.57986,6.36352e-5,95.79817,0
11,0.003699721,96.08879,7.425432e-5,96.2943,0
12,0.003331017,96.57858,6.307635e-5,96.7791,0
13,0.003329591,97.06452,6.307635e-5,97.23937,0
14,0.003312244,97.54859,7.233233e-5,97.75124,0
15,0.004098364,98.03386,6.43114e-5,98.23099,0
16,0.003315933,98.51961,7.233233e-5,98.70507,0
17,0.003345202,99.02681,7.233233e-5,99.21046,0
18,0.003461734,99.5626,6.562592e-5,99.7479,0
19,0.003310706,100.0376,7.233233e-5,100.2122,0
20,0.003506998,100.5267,7.233233e-5,100.7032,0
21,0.003554397,101.0679,7.233233e-5,101.2544,0
22,0.003366762,101.5602,7.233233e-5,101.7417,0
23,0.003983495,102.0513,7.233233e-5,102.239,0
24,0.003393227,102.5194,7.233233e-5,102.76,0
25,0.003332613,103.0735,7.233233e-5,103.2762,0
26,0.003828069,103.5967,7.638861e-5,103.7918,0
27,0.003433031,104.1029,7.233233e-5,104.2888,0
28,0.003393978,104.5914,7.233233e-5,104.7903,0
29,0.003897128,105.1049,6.484937e-5,105.2997,0
30,0.003317154,105.6283,7.233233e-5,105.8157,0
31,0.00333114,106.13,7.233233e-5,106.3208,0
32,0.003140865,106.6049,6.554406e-5,106.8128,0
33,0.003173602,107.0938,6.554406e-5,107.2771,0
34,0.003151047,107.5438,6.554406e-5,107.7657,0
35,0.003131385,108.0144,6.554406e-5,108.1968,0
36,0.003129672,108.475,6.554406e-5,108.6598,0
37,0.003156329,108.9782,6.554406e-5,109.1554,0
38,0.003130859,109.4342,6.554406e-5,109.6233,0
39,0.003004203,109.9555,6.813617e-5,110.1383,0
40,0.002998812,110.4227,6.813617e-5,110.6146,0
41,0.002999188,110.8994,6.813617e-5,111.0766,0
42,0.002999166,111.3774,6.813617e-5,111.561,0
43,0.002999019,111.8432,6.813617e-5,112.0355,0
44,0.002998591,112.3029,6.813617e-5,112.4807,0
45,0.002727391,112.7557,6.756174e-5,112.9518,0
46,0.002727494,113.214,6.756174e-5,113.3928,0
47,0.0027277,113.6937,6.756174e-5,113.8777,0
48,0.002597944,114.1592,7.277332e-5,114.3723,0
49,0.002602566,114.6866,7.277332e-5,114.8958,0
50,0.002618175,115.148,7.277332e-5,115.3323,0
51,0.002597174,115.6172,7.277332e-5,115.8012,0
52,0.002598612,116.0644,7.277332e-5,116.2544,0
53,0.002611421,116.556,7.277332e-5,116.7337,0
54,0.002612897,117.0087,7.277332e-5,117.1936,0
55,0.002639786,117.4623,7.277332e-5,117.6432,0
56,0.0026024,117.944,7.277332e-5,118.1214,0
57,0.002613464,118.4397,7.277332e-5,118.6231,0
58,0.002597187,118.9467,7.277332e-5,119.1528,0
59,0.002602379,119.4213,7.277332e-5,119.6258,0
60,0.002597223,119.9558,7.277332e-5,120.1572,0
61,0.002602384,120.4068,7.277332e-5,120.5897,0
62,0.002612773,120.869,7.277332e-5,121.0614,0
63,0.002598687,121.3189,7.277332e-5,121.5188,0
64,0.002612771,121.8299,7.277332e-5,122.0166,0
65,0.00262136,122.2878,7.277332e-5,122.4679,0
66,0.002612781,122.7453,7.277332e-5,122.9244,0
67,0.002597634,123.2093,7.277332e-5,123.4565,0
68,0.002460608,123.688,7.010299e-5,123.8731,0
69,0.002460964,124.1348,7.010299e-5,124.3498,0
70,0.002456338,124.6728,7.010299e-5,124.8621,0
71,0.002194739,125.1362,7.025745e-5,125.3372,0
72,0.002030121,125.6036,7.025745e-5,125.79,0
73,0.002098789,126.0476,7.025745e-5,126.2239,0
74,0.002031282,126.5131,7.025745e-5,126.689,0
75,0.002030589,127.0114,7.025745e-5,127.187,0
76,0.002030036,127.4719,7.025745e-5,127.6524,0
77,0.002110983,127.9623,7.025745e-5,128.1563,0
78,0.002031594,128.4138,7.025745e-5,128.6045,0
79,0.001985811,128.8494,7.031378e-5,129.0507,0
80,0.002014875,129.3796,7.031378e-5,129.5875,0
81,0.001985735,129.8693,7.031378e-5,130.069,0
82,0.001986681,130.316,7.031378e-5,130.4993,0
83,0.002011682,130.7793,7.031378e-5,130.9618,0
84,0.00198673,131.2587,7.031378e-5,131.4511,0
85,0.001987408,131.703,7.031378e-5,131.8994,0
86,0.002175211,132.1608,7.031378e-5,132.3413,0
87,0.001985641,132.6598,7.031378e-5,132.8431,0
88,0.001995096,133.1371,7.031378e-5,133.341,0
89,0.001878637,133.6473,6.703448e-5,133.8461,0
90,0.001878707,134.1317,6.703448e-5,134.346,0
91,0.00188153,134.6383,6.703448e-5,134.8414,0
92,0.002105405,135.1229,6.703448e-5,135.3263,0
93,0.001878696,135.5881,6.703448e-5,135.7961,0
94,0.001878884,136.0856,6.703448e-5,136.2644,0
95,0.001879178,136.6101,6.703448e-5,136.7945,0
96,0.001929327,137.069,6.703448e-5,137.2516,0
97,0.001894201,137.5099,6.703448e-5,137.6905,0
98,0.001879708,137.9978,6.703448e-5,138.1897,0
99,0.00187867,138.4667,6.703448e-5,138.6745,0
100,0.001878637,138.9862,6.703448e-5,139.1699,0
101,0.001878661,139.4587,6.703448e-5,139.634,0
102,0.001838678,139.8975,6.93771e-5,140.0837,0
103,0.001856379,140.3353,6.93771e-5,140.5345,0
104,0.001897447,140.8258,6.93771e-5,141.0046,0
105,0.001838095,141.3403,6.93771e-5,141.5151,0
106,0.001838967,141.7786,6.93771e-5,141.9551,0
107,0.001756644,142.2502,6.943989e-5,142.4535,0
108,0.001756675,142.7129,6.943989e-5,142.9004,0
109,0.001686055,143.1482,6.856321e-5,143.3383,0
110,0.001730553,143.6479,6.856321e-5,143.8217,0
111,0.001686203,144.1042,6.856321e-5,144.2801,0
112,0.00168969,144.5575,6.856321e-5,144.7381,0
113,0.001686214,145.0345,6.856321e-5,145.2167,0
114,0.001529764,145.5355,6.408439e-5,145.7194,0
115,0.001524876,145.9751,6.408439e-5,146.1459,0
116,0.001578809,146.4928,6.408439e-5,146.6887,0
117,0.001526375,146.9508,6.408439e-5,147.1516,0
118,0.001526303,147.4135,6.408439e-5,147.5924,0
119,0.001521639,147.8542,6.408439e-5,148.0645,0
120,0.001521386,148.3003,6.408439e-5,148.4733,0
121,0.001522229,148.802,6.408439e-5,149.0096,0
122,0.001522053,149.2682,6.408439e-5,149.4477,0
123,0.001525449,149.7589,6.408439e-5,149.9568,0
124,0.001523199,150.2862,6.408439e-5,150.4663,0
125,0.00152911,150.7274,6.408439e-5,150.9078,0
126,0.001525489,151.1677,6.408439e-5,151.3402,0
127,0.001530592,151.6126,6.408439e-5,151.7886,0
128,0.001526112,152.0568,6.408439e-5,152.2438,0
129,0.001524041,152.5008,6.408439e-5,152.6781,0
130,0.001472299,153.0338,6.246902e-5,153.2168,0
131,0.001470449,153.5511,6.246902e-5,153.748,0
132,0.001468632,154.0059,6.246902e-5,154.1795,0
133,0.001468459,154.4566,6.246902e-5,154.6857,0
134,0.001473814,154.9336,6.246902e-5,155.1226,0
135,0.001468269,155.4025,6.246902e-5,155.5802,0
136,0.001469973,155.8769,6.246902e-5,156.0529,0
137,0.001476553,156.3505,6.246902e-5,156.5337,0
138,0.001734005,156.8387,6.246902e-5,157.0225,0
139,0.001519656,157.338,6.246902e-5,157.5139,0
140,0.001634164,157.7874,6.246902e-5,157.97,0
141,0.001496633,158.3335,6.246902e-5,158.5257,0
142,0.001468516,158.7974,6.246902e-5,159.026,0
143,0.001362832,159.312,6.187185e-5,159.508,0
144,0.0013548,159.8069,6.187185e-5,159.9901,0
145,0.001355007,160.2655,6.187185e-5,160.4529,0
146,0.001355254,160.721,6.187185e-5,160.904,0
147,0.00135527,161.1567,6.187185e-5,161.3342,0
148,0.001354857,161.656,6.187185e-5,161.8701,0
149,0.001355121,162.1856,6.187185e-5,162.3728,0
150,0.001355657,162.6363,6.187185e-5,162.813,0
151,0.00135573,163.1223,6.187185e-5,163.3078,0
152,0.00135863,163.6267,6.187185e-5,163.8566,0
153,0.001354967,164.0808,6.187185e-5,164.2919,0
154,0.001355418,164.5333,6.187185e-5,164.7244,0
155,0.001354834,164.9922,6.187185e-5,165.1933,0
156,0.00140699,165.4913,6.187185e-5,165.6854,0
157,0.001355055,165.9608,6.187185e-5,166.1516,0
158,0.001354708,166.437,6.398414e-5,166.6155,0
159,0.001354609,166.8895,6.398414e-5,167.0658,0
160,0.001331465,167.3795,6.483099e-5,167.552,0
161,0.001331614,167.8543,6.483099e-5,168.042,0
