generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,2.4900250000000015,500,0.2560282488416575,Inf,500,1.5382998330808277,Inf,500.005,1.6160644638197479,Inf,199,0.457670128,1
1,NaN,2.489950000000001,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,499.99,0.8215947322145729,Inf,199,1.2150732850000001,1
2,NaN,2.4899500000000008,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,499.99,0.7767249378785794,Inf,199,1.953545573,1
3,NaN,2.4899500000000008,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,499.99,0.749802420052314,Inf,199,2.692186603,1
4,NaN,2.4899500000000008,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,499.99,0.7311161996837556,Inf,199,3.4284443920000003,1
5,NaN,2.4899500000000008,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,499.99,0.711697377707893,Inf,199,4.154945298,1
6,NaN,2.4900000000000007,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,500.0,0.6908522576055922,Inf,199,4.879661901,1
7,NaN,2.4900000000000007,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,500.0,0.6746526582424878,Inf,199,5.609329126,1
8,NaN,2.4899750000000003,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,499.995,0.6496707608521177,Inf,199,6.340724193000001,1
9,NaN,2.49,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,500.0,0.6238823921407157,Inf,199,7.067988929,1
10,NaN,2.489975,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,499.995,0.5927353112668203,Inf,199,7.801597211,1
11,NaN,2.48915,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,499.99,0.551400603854735,Inf,199,8.537991341,1
12,NaN,2.4884749999999998,500,0.2560282488416575,Inf,500,0.2560282488416575,Inf,499.985,0.513368092161689,Inf,200,9.272339715,1
13,NaN,2.488,500,0.25100737276739993,Inf,500,0.25100737276739993,Inf,499.98,0.47940131830881605,Inf,200,9.997801863,1
14,NaN,2.487025,500,0.2443353606568396,Inf,500,0.2443353606568396,Inf,499.985,0.4476511538273275,Inf,200,10.730635408,1
15,NaN,2.482275,500,0.2443353606568396,Inf,500,0.2443353606568396,Inf,499.985,0.4183511354420632,Inf,200,11.462905624,1
16,NaN,2.473175,500,0.2443353606568396,Inf,500,0.2443353606568396,Inf,499.985,0.3850497193873975,Inf,200,12.187608754,1
17,NaN,2.4362,500,0.2443353606568396,Inf,500,0.2443353606568396,Inf,499.99,0.35897071778133666,Inf,200,12.929690389,1
18,NaN,2.4143,500,0.2443353606568396,Inf,500,0.2443353606568396,Inf,499.99,0.3383933265344579,Inf,200,13.659868331999999,1
