generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,0.4898250000000002,100,0.5866910291119818,Inf,100,1.5113644443978782,Inf,99.965,1.5275858575795427,Inf,200,0.9965626,1
1,NaN,0.48997500000000016,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,1.0264256719680744,Inf,200,1.585175649,1
2,NaN,0.48995000000000016,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.99,0.9668058335208223,Inf,200,1.733477545,1
3,NaN,0.4899250000000002,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.985,0.9281283994270656,Inf,200,1.8820813159999998,1
4,NaN,0.48995000000000016,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.99,0.8964681321569904,Inf,200,2.031779666,1
5,NaN,0.48997500000000016,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.8667210370734666,Inf,200,2.1814475389999997,1
6,NaN,0.48997500000000016,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.844473631154153,Inf,200,2.3327617709999995,1
7,NaN,0.48995000000000016,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.99,0.8229754847273059,Inf,200,2.4807986829999993,1
8,NaN,0.4899500000000001,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.99,0.805522902735371,Inf,200,2.6383608659999993,1
9,NaN,0.4899750000000001,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.7870682742831864,Inf,200,2.7860150619999993,1
10,NaN,0.4899750000000001,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.7680259652009593,Inf,200,2.933290709999999,1
11,NaN,0.48995000000000005,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.99,0.7485489772566584,Inf,200,3.0795490929999993,1
12,NaN,0.48995000000000005,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.99,0.730714835976121,Inf,200,3.2295406559999993,1
13,NaN,0.48995000000000005,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.99,0.7133432080201553,Inf,200,3.3763466489999994,1
14,NaN,0.48992500000000005,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.985,0.6972908161372554,Inf,200,3.5256924359999995,1
15,NaN,0.48995000000000005,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.99,0.6818632124486997,Inf,200,3.6755707559999995,1
16,NaN,0.4896000000000001,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,100.0,0.6666112820594341,Inf,200,3.8217733189999996,1
17,NaN,0.48830000000000007,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,100.0,0.653580647539963,Inf,200,3.9671610439999996,1
18,NaN,0.47225000000000006,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,100.0,0.6424775452547222,Inf,200,4.115979111,1
19,NaN,0.4721250000000001,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.6324492202518425,Inf,200,4.261099928999999,1
20,NaN,0.46355,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.99,0.6216733398950294,Inf,200,4.405545136,1
21,NaN,0.46312500000000006,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.6115250233051043,Inf,200,4.559976927,1
22,NaN,0.4533750000000001,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.6023061100340893,Inf,200,4.70535984,1
23,NaN,0.4503250000000001,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.5936874277855423,Inf,200,4.850830974,1
24,NaN,0.450425,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.5877062960441625,Inf,200,4.99906903,1
25,NaN,0.44822500000000004,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.5803823628614626,Inf,200,5.145387403,1
26,NaN,0.448625,100,0.5015327752718082,Inf,100,0.5015327752718082,Inf,99.995,0.5733218308396626,Inf,200,5.290333383,1
27,NaN,0.44957499999999995,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,99.995,0.5662184496706891,Inf,200,5.435338069,1
28,NaN,0.454225,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,99.995,0.5584342299145019,Inf,200,5.590199094,1
29,NaN,0.458425,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,99.995,0.5517257108393655,Inf,200,5.736825759,1
30,NaN,0.457025,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,99.995,0.5455599807719976,Inf,200,5.881650797,1
31,NaN,0.45802499999999996,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,99.995,0.5399073608138788,Inf,200,6.026957039,1
32,NaN,0.458325,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,99.995,0.534121303586003,Inf,200,6.174504087,1
33,NaN,0.45622500000000005,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,99.995,0.5292646752715612,Inf,200,6.319542137,1
34,NaN,0.4629,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,100.0,0.5249237724537638,Inf,200,6.464280878,1
35,NaN,0.46125,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,100.0,0.5212258828464637,Inf,200,6.6194476280000005,1
36,NaN,0.45682500000000004,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,99.995,0.5171276865686586,Inf,200,6.764140816,1
37,NaN,0.44845,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,100.0,0.5136730967489832,Inf,200,6.909063698000001,1
38,NaN,0.4422500000000001,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,100.0,0.5104058668423265,Inf,200,7.056537602000001,1
39,NaN,0.4302500000000001,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,99.99,0.5064675859136589,Inf,200,7.200790328000001,1
40,NaN,0.4243,100,0.48075175950271604,Inf,100,0.48075175950271604,Inf,99.99,0.503953569993844,Inf,200,7.346872591000001,1
41,NaN,0.4103,100,0.4666385384213906,Inf,100,0.4666385384213906,Inf,99.99,0.500933759017551,Inf,200,7.504249992000001,1
42,NaN,0.40307500000000007,100,0.4666385384213906,Inf,100,0.4666385384213906,Inf,99.985,0.49801186001712033,Inf,200,7.668976017000001,1
43,NaN,0.3864,100,0.4666385384213906,Inf,100,0.4666385384213906,Inf,99.99,0.4954101456096265,Inf,200,7.816695014000001,1
44,NaN,0.3817999999999999,100,0.4666385384213906,Inf,100,0.4666385384213906,Inf,99.99,0.4926968526863049,Inf,200,7.970718103000001,1
45,NaN,0.36735,100,0.4666385384213906,Inf,100,0.4666385384213906,Inf,99.99,0.4906346598511093,Inf,200,8.126241585,1
46,NaN,0.35840000000000005,100,0.4666385384213906,Inf,100,0.4666385384213906,Inf,99.99,0.48859293837593176,Inf,200,8.280342308000002,1
47,NaN,0.36042500000000005,100,0.4666385384213906,Inf,100,0.4666385384213906,Inf,99.995,0.4864676030828051,Inf,200,8.426852521,1
48,NaN,0.356125,100,0.46603882174545114,Inf,100,0.46603882174545114,Inf,99.995,0.4840577370452837,Inf,200,8.573180198000001,1
49,NaN,0.36065,100,0.456518739327444,Inf,100,0.456518739327444,Inf,100.0,0.48171554483820744,Inf,200,8.729502158,1
50,NaN,0.3599,100,0.4545777139874292,Inf,100,0.4545777139874292,Inf,100.0,0.4798898892478736,Inf,200,8.873125148000002,1
51,NaN,0.35275000000000006,100,0.4545777139874292,Inf,100,0.4545777139874292,Inf,100.0,0.4779977037849435,Inf,200,9.018756041000001,1
52,NaN,0.3428,100,0.4545777139874292,Inf,100,0.4545777139874292,Inf,100.0,0.47613371527565157,Inf,200,9.16073588,1
53,NaN,0.33745,100,0.4540179576366042,Inf,100,0.4540179576366042,Inf,100.0,0.4742668455849184,Inf,200,9.30432294,1
54,NaN,0.3354000000000001,100,0.4540179576366042,Inf,100,0.4540179576366042,Inf,100.0,0.47261267157032927,Inf,200,9.444547348,1
55,NaN,0.32455,100,0.45114333663304534,Inf,100,0.45114333663304534,Inf,100.0,0.4709031295592967,Inf,200,9.586525263,1
56,NaN,0.31820000000000004,100,0.44870324912034576,Inf,100,0.44870324912034576,Inf,100.0,0.46921082158475436,Inf,200,9.735122297,1
57,NaN,0.30927499999999997,100,0.44870324912034576,Inf,100,0.44870324912034576,Inf,99.995,0.4680072431831557,Inf,200,9.87677588,1
58,NaN,0.3013,100,0.44870324912034576,Inf,100,0.44870324912034576,Inf,99.99,0.4663733970689784,Inf,200,10.01843588,1
59,NaN,0.300275,100,0.44870324912034576,Inf,100,0.44870324912034576,Inf,99.985,0.4645814974009426,Inf,200,10.160109353,1
60,NaN,0.292775,100,0.44870324912034576,Inf,100,0.44870324912034576,Inf,99.995,0.463078689584018,Inf,200,10.302144369999999,1
61,NaN,0.285675,100,0.44870324912034576,Inf,100,0.44870324912034576,Inf,99.995,0.4616311591281025,Inf,200,10.444380529999998,1
62,NaN,0.27727500000000005,100,0.44364969083016514,Inf,100,0.44364969083016514,Inf,99.995,0.45974703464308675,Inf,200,10.587223007999999,1
63,NaN,0.266925,100,0.44364969083016514,Inf,100,0.44364969083016514,Inf,99.985,0.45804275502042335,Inf,200,10.741139268999998,1
64,NaN,0.261525,100,0.44364969083016514,Inf,100,0.44364969083016514,Inf,99.985,0.4563731553797616,Inf,200,10.883899299999998,1
65,NaN,0.253675,100,0.44364969083016514,Inf,100,0.44364969083016514,Inf,99.995,0.45494561876824063,Inf,200,11.026675370999998,1
66,NaN,0.25189999999999996,100,0.44364969083016514,Inf,100,0.44364969083016514,Inf,100.0,0.4537535199680742,Inf,200,11.171263013999997,1
67,NaN,0.25079999999999997,100,0.44364969083016514,Inf,100,0.44364969083016514,Inf,100.0,0.4524392440185385,Inf,200,11.314680048999998,1
68,NaN,0.24599999999999997,100,0.44364969083016514,Inf,100,0.44364969083016514,Inf,100.0,0.45127342806920623,Inf,200,11.455091163999997,1
69,NaN,0.24209999999999998,100,0.44364969083016514,Inf,100,0.44364969083016514,Inf,100.0,0.45017899175268405,Inf,200,11.598026032999996,1
70,NaN,0.24082500000000004,100,0.44049209058555944,Inf,100,0.44049209058555944,Inf,99.995,0.44916849911077533,Inf,200,11.750791896999996,1
71,NaN,0.23605,100,0.43791540385248345,Inf,100,0.43791540385248345,Inf,99.99,0.4481947430703923,Inf,200,11.893163756999996,1
72,NaN,0.23442500000000002,100,0.43791540385248345,Inf,100,0.43791540385248345,Inf,99.995,0.447276100669715,Inf,200,12.034213268999997,1
73,NaN,0.229975,100,0.43791540385248345,Inf,100,0.43791540385248345,Inf,99.995,0.44653960854341773,Inf,200,12.175797237999996,1
74,NaN,0.22677499999999998,100,0.43791540385248345,Inf,100,0.43791540385248345,Inf,99.995,0.4457714829027881,Inf,200,12.315215468999996,1
75,NaN,0.222275,100,0.43728110158671224,Inf,100,0.43728110158671224,Inf,99.995,0.4449273436293024,Inf,200,12.457042926999996,1
76,NaN,0.21955,100,0.43587138900601696,Inf,100,0.43587138900601696,Inf,99.99,0.44413429886106465,Inf,200,12.598824188999997,1
77,NaN,0.21802500000000002,100,0.43587138900601696,Inf,100,0.43587138900601696,Inf,99.995,0.44332952817627524,Inf,200,12.741969503999997,1
78,NaN,0.220075,100,0.4356662976796812,Inf,100,0.4356662976796812,Inf,99.995,0.4424509817811541,Inf,200,12.890661173999996,1
79,NaN,0.226875,100,0.4334884642246534,Inf,100,0.4334884642246534,Inf,99.995,0.4418663888616126,Inf,200,13.032892522999996,1
80,NaN,0.22672500000000004,100,0.4334884642246534,Inf,100,0.4334884642246534,Inf,99.995,0.441099120503682,Inf,200,13.172367855999996,1
81,NaN,0.226875,100,0.4334884642246534,Inf,100,0.4334884642246534,Inf,99.995,0.4404171160445407,Inf,200,13.313001286999995,1
82,NaN,0.227375,100,0.43273178669927875,Inf,100,0.43273178669927875,Inf,99.995,0.4396043247506776,Inf,200,13.451944088999996,1
83,NaN,0.22677500000000003,100,0.43273178669927875,Inf,100,0.43273178669927875,Inf,99.995,0.4388925392758307,Inf,200,13.590105414999996,1
84,NaN,0.22805,100,0.43273178669927875,Inf,100,0.43273178669927875,Inf,99.99,0.43828424261280957,Inf,200,13.729862733999996,1
85,NaN,0.22634999999999997,100,0.43273178669927875,Inf,100,0.43273178669927875,Inf,99.99,0.4376775894999843,Inf,200,13.880562949999996,1
86,NaN,0.227475,100,0.43118773191466453,Inf,100,0.43118773191466453,Inf,99.995,0.4370516787328825,Inf,200,14.026448880999997,1
87,NaN,0.229375,100,0.42988959487925493,Inf,100,0.42988959487925493,Inf,99.995,0.43632980291170625,Inf,200,14.166957518999997,1
88,NaN,0.233925,100,0.42988959487925493,Inf,100,0.42988959487925493,Inf,99.995,0.43583219192011424,Inf,200,14.306011958999997,1
89,NaN,0.23487499999999997,100,0.42988959487925493,Inf,100,0.42988959487925493,Inf,99.995,0.43523381740637923,Inf,200,14.446106120999998,1
90,NaN,0.23840000000000003,100,0.4293662856979724,Inf,100,0.4293662856979724,Inf,99.99,0.4346582991766953,Inf,200,14.589350884999998,1
91,NaN,0.23627499999999999,100,0.4291646043214576,Inf,100,0.4291646043214576,Inf,99.995,0.4340549200432542,Inf,200,14.730085047999998,1
92,NaN,0.23972500000000005,100,0.4291646043214576,Inf,100,0.4291646043214576,Inf,99.995,0.43348738844906565,Inf,200,14.887819180999998,1
93,NaN,0.2407,100,0.42769672658229757,Inf,100,0.42769672658229757,Inf,100.0,0.43289958406197904,Inf,200,15.045896571999998,1
94,NaN,0.24,100,0.42769672658229757,Inf,100,0.42769672658229757,Inf,100.0,0.43239358145664286,Inf,200,15.188459309999999,1
95,NaN,0.24470000000000003,100,0.42769672658229757,Inf,100,0.42769672658229757,Inf,100.0,0.4318570417308792,Inf,200,15.331853247999998,1
96,NaN,0.24359999999999998,100,0.42769672658229757,Inf,100,0.42769672658229757,Inf,100.0,0.43145009452465616,Inf,200,15.473284514999998,1
97,NaN,0.24600000000000002,100,0.42662373128421016,Inf,100,0.42662373128421016,Inf,100.0,0.43101437310801827,Inf,200,15.620537065999997,1
98,NaN,0.24887500000000004,100,0.42662373128421016,Inf,100,0.42662373128421016,Inf,99.995,0.43059223509519057,Inf,200,15.772796060999998,1
99,NaN,0.24980000000000005,100,0.4236571183094845,Inf,100,0.4236571183094845,Inf,99.99,0.43009637978169835,Inf,200,15.928347452999997,1
100,NaN,0.25087499999999996,100,0.4236571183094845,Inf,100,0.4236571183094845,Inf,99.995,0.4296866040737188,Inf,200,16.067512249999996,1
101,NaN,0.250525,100,0.4236571183094845,Inf,100,0.4236571183094845,Inf,99.995,0.42921673937960747,Inf,200,16.206954540999998,1
102,NaN,0.251125,100,0.4236571183094845,Inf,100,0.4236571183094845,Inf,99.995,0.42875757920009894,Inf,200,16.343823033,1
103,NaN,0.25207500000000005,100,0.4226514506298649,Inf,100,0.4226514506298649,Inf,99.995,0.4283733884227257,Inf,200,16.482222716,1
104,NaN,0.25384999999999996,100,0.4226514506298649,Inf,100,0.4226514506298649,Inf,100.0,0.4279212948008306,Inf,200,16.621961429,1
105,NaN,0.2538,100,0.4226514506298649,Inf,100,0.4226514506298649,Inf,100.0,0.4274937815533242,Inf,200,16.760843278,1
106,NaN,0.2559,100,0.4226514506298649,Inf,100,0.4226514506298649,Inf,100.0,0.42700247016518433,Inf,200,16.909367169,1
107,NaN,0.25730000000000003,100,0.42195781396478843,Inf,100,0.42195781396478843,Inf,100.0,0.42651057875889165,Inf,200,17.050251147,1
108,NaN,0.2564,100,0.4205968337830576,Inf,100,0.4205968337830576,Inf,100.0,0.42591398188076046,Inf,200,17.189129788000002,1
109,NaN,0.25785,100,0.41930941004555533,Inf,100,0.41930941004555533,Inf,100.0,0.42547679923762133,Inf,200,17.327681211,1
110,NaN,0.25560000000000005,100,0.41930941004555533,Inf,100,0.41930941004555533,Inf,100.0,0.42508751008805357,Inf,200,17.469402163,1
111,NaN,0.25825000000000004,100,0.41930941004555533,Inf,100,0.41930941004555533,Inf,100.0,0.42463736430362914,Inf,200,17.608717737000003,1
112,NaN,0.25830000000000003,100,0.41930941004555533,Inf,100,0.41930941004555533,Inf,100.0,0.42424594940187504,Inf,200,17.748458695000004,1
113,NaN,0.26,100,0.41702927172198523,Inf,100,0.41702927172198523,Inf,100.0,0.4238431378028295,Inf,200,17.890215256000005,1
114,NaN,0.26125,100,0.4166795447513945,Inf,100,0.4166795447513945,Inf,100.0,0.42346351961099704,Inf,200,18.038139567000005,1
115,NaN,0.2637,100,0.4166795447513945,Inf,100,0.4166795447513945,Inf,100.0,0.4229488711198073,Inf,200,18.176386868000005,1
116,NaN,0.2637,100,0.4160664653981813,Inf,100,0.4160664653981813,Inf,100.0,0.4223875264357613,Inf,200,18.315832688000004,1
117,NaN,0.2645,100,0.4160664653981813,Inf,100,0.4160664653981813,Inf,100.0,0.4218688676339435,Inf,200,18.456575834000002,1
118,NaN,0.26300000000000007,100,0.4158752129739728,Inf,100,0.4158752129739728,Inf,100.0,0.42133826947982456,Inf,200,18.595914826,1
119,NaN,0.25815,100,0.4158752129739728,Inf,100,0.4158752129739728,Inf,100.0,0.4208646073183815,Inf,200,18.736266593,1
120,NaN,0.257,100,0.4158752129739728,Inf,100,0.4158752129739728,Inf,100.0,0.4202828851980191,Inf,200,18.879007697,1
121,NaN,0.2564,100,0.41506641132864336,Inf,100,0.41506641132864336,Inf,100.0,0.41978900482164,Inf,200,19.028836933999997,1
122,NaN,0.2546,100,0.41506641132864336,Inf,100,0.41506641132864336,Inf,100.0,0.41935550822670875,Inf,200,19.168349159999998,1
123,NaN,0.254,100,0.41506641132864336,Inf,100,0.41506641132864336,Inf,100.0,0.4188897288571142,Inf,200,19.309291844999997,1
124,NaN,0.25485,100,0.4140251049981977,Inf,100,0.4140251049981977,Inf,100.0,0.41840161405522897,Inf,200,19.448544221,1
125,NaN,0.25355,100,0.4129758693620198,Inf,100,0.4129758693620198,Inf,100.0,0.41789802980168445,Inf,200,19.588118040999998,1
126,NaN,0.25110000000000005,100,0.4114731622470665,Inf,100,0.4114731622470665,Inf,100.0,0.41742557314415085,Inf,200,19.729680836999997,1
127,NaN,0.2508,100,0.4114731622470665,Inf,100,0.4114731622470665,Inf,100.0,0.4169075905691759,Inf,200,19.870789697999996,1
128,NaN,0.25265,100,0.4114731622470665,Inf,100,0.4114731622470665,Inf,100.0,0.41653555037059775,Inf,200,20.020640428999997,1
129,NaN,0.2541,100,0.4114731622470665,Inf,100,0.4114731622470665,Inf,100.0,0.4161768901255445,Inf,200,20.162074583999996,1
130,NaN,0.25095,100,0.4114731622470665,Inf,100,0.4114731622470665,Inf,100.0,0.4157954459633818,Inf,200,20.300057864999996,1
131,NaN,0.2508,100,0.4114731622470665,Inf,100,0.4114731622470665,Inf,100.0,0.4154526140766241,Inf,200,20.439929709999994,1
132,NaN,0.24850000000000003,100,0.4114731622470665,Inf,100,0.4114731622470665,Inf,100.0,0.41506001929870673,Inf,200,20.580236242999995,1
133,NaN,0.25045,100,0.4112953463872491,Inf,100,0.4112953463872491,Inf,100.0,0.41471582749168495,Inf,200,20.719022492999994,1
134,NaN,0.24695,100,0.4112953463872491,Inf,100,0.4112953463872491,Inf,100.0,0.4143293764823727,Inf,200,20.860497067999994,1
135,NaN,0.24615,100,0.41074410124231525,Inf,100,0.41074410124231525,Inf,100.0,0.4139290876893405,Inf,200,21.005523248999992,1
136,NaN,0.24777500000000002,100,0.40961393782737315,Inf,100,0.40961393782737315,Inf,99.995,0.4136139498631556,Inf,200,21.14825151999999,1
137,NaN,0.24945,100,0.40961393782737315,Inf,100,0.40961393782737315,Inf,100.0,0.41335090406042985,Inf,200,21.28656266099999,1
138,NaN,0.24914999999999998,100,0.40961393782737315,Inf,100,0.40961393782737315,Inf,100.0,0.4130381483339082,Inf,200,21.42394732399999,1
139,NaN,0.24735,100,0.4094760039798738,Inf,100,0.4094760039798738,Inf,100.0,0.4128041466625382,Inf,200,21.56619695899999,1
140,NaN,0.2486,100,0.40799699074741824,Inf,100,0.40799699074741824,Inf,100.0,0.4125266289183051,Inf,200,21.70597256499999,1
