generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2449999999999994,251,0.07001595794547923,Inf,251,0.11642201010672786,Inf,251.0,0.16726037752536352,Inf,200,0.119737699,1
1,NaN,1.2448999999999995,250,0.0582401931836375,Inf,250,0.0582401931836375,Inf,250.98,0.12511697628967464,Inf,200,0.2234715,1
2,NaN,1.2448749999999995,250,0.0582401931836375,Inf,250,0.0582401931836375,Inf,250.975,0.11283826564010017,Inf,200,0.330359399,1
3,NaN,1.2448499999999996,250,0.0582401931836375,Inf,250,0.0582401931836375,Inf,250.97,0.10400630491189845,Inf,200,0.433913898,1
4,NaN,1.2448499999999996,250,0.0582401931836375,Inf,250,0.0582401931836375,Inf,250.97,0.09703446325878952,Inf,200,0.539742998,1
5,NaN,1.2448249999999996,250,0.0582401931836375,Inf,250,0.0582401931836375,Inf,250.965,0.09071205628372837,Inf,200,0.656980299,1
6,NaN,1.2448749999999997,251,0.056159774617122744,Inf,251,0.056159774617122744,Inf,250.975,0.08479651272367829,Inf,200,0.767393199,1
7,NaN,1.2448999999999997,251,0.056159774617122744,Inf,251,0.056159774617122744,Inf,250.98,0.08037246298142672,Inf,200,0.8773777,1
8,NaN,1.2449499999999998,251,0.056159774617122744,Inf,251,0.056159774617122744,Inf,250.99,0.07690968471936113,Inf,200,0.9918426,1
9,NaN,1.2449249999999998,251,0.056159774617122744,Inf,251,0.056159774617122744,Inf,250.985,0.07371601226060058,Inf,200,1.1707319,1
10,NaN,1.2449,251,0.056159774617122744,Inf,251,0.056159774617122744,Inf,250.98,0.07073998418115715,Inf,200,1.2796447,1
11,NaN,1.2448499999999998,251,0.05415068428558781,Inf,251,0.05415068428558781,Inf,250.97,0.06815021518909135,Inf,200,1.3785597,1
12,NaN,1.2448749999999995,251,0.04983722771495571,Inf,251,0.04983722771495571,Inf,250.975,0.06547170954029582,Inf,200,1.495536499,1
13,NaN,1.2448749999999997,251,0.04983722771495571,Inf,251,0.04983722771495571,Inf,250.975,0.06310182605220588,Inf,200,1.621036699,1
14,NaN,1.2448749999999997,251,0.049085727920906146,Inf,251,0.049085727920906146,Inf,250.975,0.06067318544333064,Inf,200,1.739804999,1
15,NaN,1.2448499999999998,251,0.049085727920906146,Inf,251,0.049085727920906146,Inf,250.97,0.05854771428065319,Inf,200,1.844061299,1
16,NaN,1.2448249999999996,251,0.04490616007327426,Inf,251,0.04490616007327426,Inf,250.965,0.05632722416650538,Inf,200,1.9484664980000002,1
17,NaN,1.2448749999999997,251,0.04490616007327426,Inf,251,0.04490616007327426,Inf,250.975,0.054454277109441236,Inf,200,2.0806387980000003,1
18,NaN,1.2449499999999998,251,0.04153514571985733,Inf,251,0.04153514571985733,Inf,250.99,0.05269738310193901,Inf,200,2.1873576970000004,1
19,NaN,1.2445,251,0.04153514571985733,Inf,251,0.04153514571985733,Inf,250.98,0.05098616952537226,Inf,200,2.2848202970000004,1
20,NaN,1.2436999999999998,251,0.04054583950500384,Inf,251,0.04054583950500384,Inf,250.98,0.049407658489573104,Inf,200,2.3933847970000004,1
21,NaN,1.24395,251,0.04054583950500384,Inf,251,0.04054583950500384,Inf,250.98,0.048008318484133915,Inf,200,2.4982251970000005,1
22,NaN,1.2428249999999996,251,0.040369906400958284,Inf,251,0.040369906400958284,Inf,250.985,0.046839406189307146,Inf,200,2.6052846980000006,1
23,NaN,1.242325,251,0.03937587192775209,Inf,251,0.03937587192775209,Inf,250.985,0.04569243240273211,Inf,200,2.7156815980000006,1
24,NaN,1.2409749999999997,251,0.038675653535979695,Inf,251,0.038675653535979695,Inf,250.985,0.04476314349579389,Inf,200,2.816737398000001,1
25,NaN,1.2405249999999999,251,0.038675653535979695,Inf,251,0.038675653535979695,Inf,250.985,0.0437589986379428,Inf,200,2.9171235970000007,1
26,NaN,1.2400499999999999,251,0.037638207912739745,Inf,251,0.037638207912739745,Inf,250.99,0.042982920603628176,Inf,200,3.0635620980000007,1
27,NaN,1.2370249999999998,251,0.03639598156620402,Inf,251,0.03639598156620402,Inf,250.995,0.042109962330671956,Inf,200,3.175929498000001,1
28,NaN,1.234975,251,0.03619936138595006,Inf,251,0.03619936138595006,Inf,250.995,0.04122827164317758,Inf,200,3.2745264990000007,1
29,NaN,1.2271999999999998,251,0.033969006445660706,Inf,251,0.033969006445660706,Inf,250.98,0.040333836450287236,Inf,200,3.3806510990000005,1
30,NaN,1.2267249999999998,251,0.033969006445660706,Inf,251,0.033969006445660706,Inf,250.965,0.039675666056688014,Inf,200,3.4715882990000004,1
31,NaN,1.229825,251,0.033969006445660706,Inf,251,0.033969006445660706,Inf,250.985,0.03896522014719407,Inf,200,3.5795358990000006,1
32,NaN,1.2279499999999997,251,0.033969006445660706,Inf,251,0.033969006445660706,Inf,250.99,0.038318304088076544,Inf,200,3.6787612990000005,1
33,NaN,1.2248499999999998,251,0.033758454483387115,Inf,251,0.033758454483387115,Inf,250.99,0.03762993220924746,Inf,200,3.7748963980000005,1
34,NaN,1.2219999999999998,251,0.03356891572581896,Inf,251,0.03356891572581896,Inf,250.98,0.036972224656975874,Inf,200,3.8721870980000004,1
35,NaN,1.2145,251,0.03224512279198993,Inf,251,0.03224512279198993,Inf,250.99,0.03632374508962514,Inf,200,4.005064298000001,1
36,NaN,1.2160249999999997,251,0.03202726158127382,Inf,251,0.03202726158127382,Inf,250.975,0.03578725661066122,Inf,200,4.126642799000001,1
37,NaN,1.2143999999999997,251,0.03202726158127382,Inf,251,0.03202726158127382,Inf,250.98,0.03525002216553173,Inf,200,4.233592199000001,1
38,NaN,1.2086749999999997,251,0.03128497260800363,Inf,251,0.03128497260800363,Inf,250.985,0.034769718348886355,Inf,200,4.348474599000001,1
39,NaN,1.2060499999999998,251,0.03127933312017142,Inf,251,0.03127933312017142,Inf,250.98,0.034305257965804206,Inf,200,4.450872298000001,1
40,NaN,1.2036499999999999,251,0.03127933312017142,Inf,251,0.03127933312017142,Inf,250.98,0.033847008685323,Inf,200,4.554392797000001,1
41,NaN,1.2007999999999999,251,0.02917854241034914,Inf,251,0.02917854241034914,Inf,250.99,0.0333611608002052,Inf,200,4.648840498000001,1
42,NaN,1.194875,251,0.02917854241034914,Inf,251,0.02917854241034914,Inf,250.985,0.03283762040449953,Inf,200,4.7430409980000015,1
43,NaN,1.1941749999999998,251,0.02917854241034914,Inf,251,0.02917854241034914,Inf,250.995,0.032457083145403354,Inf,200,4.838234999000002,1
44,NaN,1.187825,251,0.02917854241034914,Inf,251,0.02917854241034914,Inf,250.985,0.032089758858759324,Inf,200,4.933937699000002,1
45,NaN,1.1889999999999998,251,0.028616770031409108,Inf,251,0.028616770031409108,Inf,250.98,0.031648107879376164,Inf,200,5.041562100000002,1
46,NaN,1.1825249999999996,251,0.028616770031409108,Inf,251,0.028616770031409108,Inf,250.975,0.031266546340310224,Inf,200,5.130782300000002,1
47,NaN,1.1815749999999998,251,0.028616770031409108,Inf,251,0.028616770031409108,Inf,250.985,0.03085045363115023,Inf,200,5.242843499000002,1
48,NaN,1.1764249999999996,251,0.028616770031409108,Inf,251,0.028616770031409108,Inf,250.975,0.030483256003093494,Inf,200,5.339179199000002,1
49,NaN,1.1721249999999999,251,0.028207571487635676,Inf,251,0.028207571487635676,Inf,250.975,0.03008862422153109,Inf,200,5.432317599000002,1
50,NaN,1.1710999999999998,251,0.028207571487635676,Inf,251,0.028207571487635676,Inf,250.98,0.029769042366259914,Inf,200,5.526185499000002,1
51,NaN,1.1681249999999999,251,0.027200499678082003,Inf,251,0.027200499678082003,Inf,250.995,0.029460221767439374,Inf,200,5.619900900000002,1
