generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.0199999999999994,206,0.07220930801986557,Inf,206,0.1292387089653307,Inf,206.0,0.11563278556914015,Inf,200,0.0896255,1
1,NaN,1.0199249999999993,206,0.06928234645698221,Inf,206,0.06928234645698221,Inf,205.985,0.09964419313432922,Inf,200,0.167463901,1
2,NaN,1.0199249999999993,206,0.06928234645698221,Inf,206,0.06928234645698221,Inf,205.985,0.09551397248800926,Inf,200,0.241648301,1
3,NaN,1.0198999999999991,206,0.06928234645698221,Inf,206,0.06928234645698221,Inf,205.98,0.09138720165285981,Inf,200,0.316513101,1
4,NaN,1.0198499999999993,206,0.06928234645698221,Inf,206,0.06928234645698221,Inf,205.97,0.08826245750422922,Inf,200,0.3943416,1
5,NaN,1.0198249999999995,206,0.06928234645698221,Inf,206,0.06928234645698221,Inf,205.965,0.08542300424042328,Inf,200,0.46873390000000004,1
6,NaN,1.0198749999999994,206,0.06928234645698221,Inf,206,0.06928234645698221,Inf,205.975,0.08304641244113797,Inf,200,0.552171399,1
7,NaN,1.0197999999999994,206,0.06887702403699415,Inf,206,0.06887702403699415,Inf,205.96,0.08005596153670363,Inf,200,0.640059699,1
8,NaN,1.0198249999999995,206,0.06713923324620212,Inf,206,0.06713923324620212,Inf,205.965,0.07748549305958283,Inf,200,0.723677299,1
9,NaN,1.0198749999999996,206,0.06187391530980977,Inf,206,0.06187391530980977,Inf,205.975,0.07546777769007167,Inf,200,0.8105045989999999,1
10,NaN,1.0198999999999996,206,0.06187391530980977,Inf,206,0.06187391530980977,Inf,205.98,0.07360948949746061,Inf,200,0.9022893999999999,1
11,NaN,1.0198749999999996,206,0.06187391530980977,Inf,206,0.06187391530980977,Inf,205.975,0.07195654644235602,Inf,200,0.9856757999999999,1
12,NaN,1.0198999999999996,206,0.06187391530980977,Inf,206,0.06187391530980977,Inf,205.98,0.07032605607405443,Inf,200,1.0734126,1
13,NaN,1.0198499999999995,205,0.06038724757261159,Inf,205,0.06038724757261159,Inf,205.97,0.06880963009663815,Inf,200,1.1571346999999998,1
14,NaN,1.0198499999999995,205,0.06038724757261159,Inf,205,0.06038724757261159,Inf,205.97,0.06754282670825211,Inf,200,1.239380099,1
15,NaN,1.0197749999999997,205,0.06038724757261159,Inf,205,0.06038724757261159,Inf,205.955,0.06637209074444786,Inf,200,1.3125007999999998,1
16,NaN,1.0198249999999995,206,0.05778910066930545,Inf,206,0.05778910066930545,Inf,205.965,0.06503603405765014,Inf,200,1.3849386999999997,1
17,NaN,1.0192999999999994,206,0.05778910066930545,Inf,206,0.05778910066930545,Inf,205.98,0.06381133565095308,Inf,200,1.4576516999999998,1
18,NaN,1.0194999999999996,206,0.057386521434505545,Inf,206,0.057386521434505545,Inf,205.98,0.06253441626505704,Inf,200,1.5288918999999999,1
19,NaN,1.0197499999999997,205,0.05478366209747073,Inf,205,0.05478366209747073,Inf,205.98,0.061332053165663654,Inf,200,1.6008687,1
20,NaN,1.0196999999999996,205,0.05478366209747073,Inf,205,0.05478366209747073,Inf,205.98,0.06033380019863884,Inf,200,1.676582501,1
21,NaN,1.0199499999999997,205,0.05478366209747073,Inf,205,0.05478366209747073,Inf,205.99,0.059312433633185925,Inf,200,1.765658301,1
22,NaN,1.0197499999999997,206,0.050946282438903354,Inf,206,0.050946282438903354,Inf,205.99,0.05823152065743754,Inf,200,1.837513001,1
23,NaN,1.0197999999999996,206,0.050946282438903354,Inf,206,0.050946282438903354,Inf,205.98,0.05725227525764649,Inf,200,1.907797802,1
24,NaN,1.0197749999999999,206,0.04989569987965645,Inf,206,0.04989569987965645,Inf,205.985,0.056383853482161024,Inf,200,1.977915002,1
25,NaN,1.0193249999999998,206,0.04989569987965645,Inf,206,0.04989569987965645,Inf,205.985,0.05547129174950866,Inf,200,2.050684003,1
26,NaN,1.0187999999999997,206,0.04913138768311103,Inf,206,0.04913138768311103,Inf,205.98,0.05446481749865639,Inf,200,2.128725503,1
27,NaN,1.0174249999999996,206,0.04835231761867997,Inf,206,0.04835231761867997,Inf,205.975,0.05362520140234007,Inf,200,2.2163621030000002,1
28,NaN,1.0162249999999995,206,0.04800807083983357,Inf,206,0.04800807083983357,Inf,205.985,0.052878399862403204,Inf,200,2.296972803,1
29,NaN,1.0109249999999996,206,0.04505493480104233,Inf,206,0.04505493480104233,Inf,205.985,0.05203513819578198,Inf,200,2.382498504,1
30,NaN,1.0037499999999997,206,0.04505493480104233,Inf,206,0.04505493480104233,Inf,205.99,0.05118113617111266,Inf,200,2.466134503,1
31,NaN,0.9930999999999998,206,0.043965845710956346,Inf,206,0.043965845710956346,Inf,206.0,0.050319280716039395,Inf,200,2.544397303,1
32,NaN,0.9833749999999998,206,0.043965845710956346,Inf,206,0.043965845710956346,Inf,205.995,0.04960042434384968,Inf,200,2.6334202020000004,1
33,NaN,0.9728249999999997,206,0.043965845710956346,Inf,206,0.043965845710956346,Inf,205.995,0.04890605495968441,Inf,200,2.7173950030000005,1
34,NaN,0.9683499999999998,206,0.04286435646416706,Inf,206,0.04286435646416706,Inf,205.99,0.04824402305107094,Inf,200,2.8046630030000004,1
35,NaN,0.9574249999999997,206,0.04138481675292907,Inf,206,0.04138481675292907,Inf,205.985,0.04756225242154315,Inf,200,2.8899036020000004,1
36,NaN,0.9573249999999995,206,0.04138481675292907,Inf,206,0.04138481675292907,Inf,205.985,0.04699216973595259,Inf,200,2.9694113020000006,1
37,NaN,0.9529999999999997,206,0.04138481675292907,Inf,206,0.04138481675292907,Inf,205.99,0.04638294180512763,Inf,200,3.0407998020000004,1
38,NaN,0.9569249999999998,206,0.04138481675292907,Inf,206,0.04138481675292907,Inf,205.985,0.04576611900309362,Inf,200,3.1181990020000003,1
