generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,2.99,600,0.021795900543976683,Inf,600,0.354604493527463,Inf,600.0,0.33911148010989095,Inf,200,0.537269315,1
1,NaN,2.9899750000000007,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.1316011625333148,Inf,200,1.392061887,1
2,NaN,2.9899750000000007,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.12568940651722996,Inf,200,2.2466905290000003,1
3,NaN,2.9900000000000007,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.12180280791314166,Inf,200,3.0929520170000004,1
4,NaN,2.99,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.11823829033818509,Inf,200,3.937791069,1
5,NaN,2.9899750000000007,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.11515917936225437,Inf,200,4.782574943,1
6,NaN,2.989925000000001,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.985,0.11283467560485227,Inf,200,5.627855097,1
7,NaN,2.98995,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.99,0.10996468342670326,Inf,200,6.465163326000001,1
8,NaN,2.989925000000001,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.985,0.10782260327040286,Inf,200,7.3118065670000005,1
9,NaN,2.98995,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.99,0.10570465828193243,Inf,200,8.156159284000001,1
10,NaN,2.99,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.10331131870715758,Inf,200,9.001184401000002,1
11,NaN,2.989975,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.10104187772676372,Inf,200,9.845674100000002,1
12,NaN,2.99,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.098603042254506,Inf,200,10.751446255000001,1
13,NaN,2.989975,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.09626085213164673,Inf,200,11.588480198000001,1
14,NaN,2.989925,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.985,0.0937360314358804,Inf,200,12.433257656,1
15,NaN,2.98995,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.99,0.0909105282468537,Inf,200,13.277522152,1
16,NaN,2.989975,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.08863446698120252,Inf,200,14.123077234,1
17,NaN,2.989975,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.0861506149100271,Inf,200,14.967022532,1
18,NaN,2.9896000000000003,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.99,0.08323535995586231,Inf,200,15.814364159,1
19,NaN,2.9886500000000003,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.99,0.0806598464029044,Inf,200,16.664734477,1
20,NaN,2.98575,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.07740398759495036,Inf,200,17.514267823,1
21,NaN,2.9678250000000004,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.07359383457708567,Inf,200,18.363387976000002,1
22,NaN,2.96605,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.07059330445332863,Inf,200,19.216944819000002,1
23,NaN,2.9167999999999994,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.06809827843306432,Inf,200,20.067939417,1
24,NaN,2.8935499999999994,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.06544390099777005,Inf,200,20.918585303,1
25,NaN,2.7984999999999998,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.06293854681873481,Inf,200,21.764725848,1
26,NaN,2.667125,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.06071338315994128,Inf,200,22.617721929000002,1
27,NaN,2.556975,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.05874929684424528,Inf,200,23.472156165,1
28,NaN,2.472725,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.05659186393874353,Inf,200,24.324603675000002,1
29,NaN,2.4126,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.99,0.054797292102678835,Inf,200,25.176243406,1
30,NaN,2.3514000000000004,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.0531379773532631,Inf,200,26.028610716000003,1
31,NaN,2.35565,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.05154731839785346,Inf,200,26.884153963000003,1
32,NaN,2.37115,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.04987690246924165,Inf,200,27.733708481000004,1
33,NaN,2.4395,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.047870445232513964,Inf,200,28.598105859000004,1
34,NaN,2.3606,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.04636844586937549,Inf,200,29.452309438000004,1
35,NaN,2.381625,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.04473710477972288,Inf,200,30.308454189000003,1
36,NaN,2.4048999999999996,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.99,0.043155182568928786,Inf,200,31.168117494000004,1
37,NaN,2.3897,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.99,0.04170230934227916,Inf,200,32.029715876000004,1
38,NaN,2.3004499999999997,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.03972266836080042,Inf,200,32.883380508,1
39,NaN,2.218325,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,599.995,0.037973814236360044,Inf,200,33.746161366,1
40,NaN,2.0519499999999997,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.036339063900742985,Inf,200,34.609201112,1
41,NaN,1.94145,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.034833228311363124,Inf,200,35.534117438,1
42,NaN,1.9080000000000001,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.03309311963046792,Inf,200,36.396925885,1
43,NaN,1.9166500000000002,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.032151305932816975,Inf,200,37.25702099,1
44,NaN,1.9240000000000002,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.031323826449245806,Inf,200,38.119945888000004,1
45,NaN,1.8196999999999997,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.030604741194903872,Inf,200,38.977949685000006,1
46,NaN,1.8182,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.029881538456427797,Inf,200,39.842260768,1
47,NaN,1.7361000000000002,600,0.021795900543976683,Inf,600,0.021795900543976683,Inf,600.0,0.02924466156542553,Inf,200,40.702606419000006,1
48,NaN,1.7197,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.02841285721184694,Inf,200,41.568107355,1
49,NaN,1.70135,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.02774568168190431,Inf,200,42.430381987000004,1
50,NaN,1.6334,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.02712627118468555,Inf,200,43.295209240000005,1
51,NaN,1.57435,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.026574072584020465,Inf,200,44.159813535000005,1
52,NaN,1.50645,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.02601368483807942,Inf,200,45.018846465,1
53,NaN,1.46685,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.02542763486299874,Inf,200,45.892643658000004,1
54,NaN,1.4504000000000001,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.02496723681974137,Inf,200,46.754907383,1
55,NaN,1.4905000000000002,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.024457623670184808,Inf,200,47.618995829,1
56,NaN,1.45905,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.024079749952989404,Inf,200,48.483081709,1
57,NaN,1.447075,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,599.995,0.02375822576709593,Inf,200,49.349399729,1
58,NaN,1.358275,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,599.995,0.02342712500388653,Inf,200,50.215223713,1
59,NaN,1.381725,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,599.995,0.02311606569497277,Inf,200,51.07728373,1
60,NaN,1.367475,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,599.995,0.02276125493084983,Inf,200,51.944327082,1
61,NaN,1.414875,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,599.995,0.022457819552142468,Inf,200,52.809411297000004,1
62,NaN,1.485725,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,599.995,0.022136755005747424,Inf,200,53.670382512,1
63,NaN,1.51155,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.021854063120018453,Inf,200,54.532510538000004,1
64,NaN,1.4881,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.02156052229555299,Inf,200,55.397858773,1
65,NaN,1.4866500000000002,600,0.016293600400397505,Inf,600,0.016293600400397505,Inf,600.0,0.021294701394060866,Inf,200,56.254008336000005,1
66,NaN,1.3829,600,0.01564419296592696,Inf,600,0.01564419296592696,Inf,600.0,0.02095434554459856,Inf,200,57.117377224,1
67,NaN,1.3022,600,0.01564419296592696,Inf,600,0.01564419296592696,Inf,600.0,0.020612651854943334,Inf,200,57.983453359,1
68,NaN,1.22265,600,0.01564419296592696,Inf,600,0.01564419296592696,Inf,600.0,0.02030569766944842,Inf,200,58.859478201,1
69,NaN,1.1975,600,0.01564419296592696,Inf,600,0.01564419296592696,Inf,600.0,0.020098381906580247,Inf,200,59.725019559,1
70,NaN,1.1423500000000002,600,0.01564419296592696,Inf,600,0.01564419296592696,Inf,600.0,0.01983003819692102,Inf,200,60.597190608000005,1
71,NaN,1.1264500000000002,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.019586884524829068,Inf,200,61.46594832500001,1
72,NaN,1.158475,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,599.995,0.019400955662276217,Inf,200,62.325143581000006,1
73,NaN,1.1085,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.019252928930946867,Inf,200,63.18630118200001,1
74,NaN,1.1205,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.019063983498881314,Inf,200,64.05037775900001,1
75,NaN,1.12805,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01887586025546771,Inf,200,64.91377199000001,1
76,NaN,1.11555,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01871998370565854,Inf,200,65.77758743400001,1
77,NaN,1.11235,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.018528573526336835,Inf,200,66.64085141900001,1
78,NaN,1.05415,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.018362667695474226,Inf,200,67.50450710300001,1
79,NaN,1.037,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.018171137868284767,Inf,200,68.362360123,1
80,NaN,1.0208,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.018000326661739976,Inf,200,69.226492198,1
81,NaN,0.9957,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01783685048328272,Inf,200,70.093268323,1
82,NaN,0.9786,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01768444024428918,Inf,200,70.96101423100001,1
83,NaN,0.9836000000000001,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01752922448498706,Inf,200,71.825615318,1
84,NaN,0.9319,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.017362201998900463,Inf,200,72.690953929,1
85,NaN,0.8903,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01723830293002831,Inf,200,73.554773864,1
86,NaN,0.93845,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01707314974875094,Inf,200,74.412024098,1
87,NaN,1.0033,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.016943231931641545,Inf,200,75.285923627,1
88,NaN,1.00265,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01683082532043647,Inf,200,76.151164073,1
89,NaN,1.02745,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.016700337486515268,Inf,200,77.015829963,1
90,NaN,1.0635,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.016597117328589837,Inf,200,77.879087212,1
91,NaN,1.1022,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01648773203224474,Inf,200,78.744239116,1
92,NaN,1.12855,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.016384918323476355,Inf,200,79.60750759300001,1
93,NaN,1.0443,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.016297717980972463,Inf,200,80.470415489,1
94,NaN,1.098,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.016188161295513624,Inf,200,81.334179925,1
95,NaN,1.1362999999999999,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01611957712813362,Inf,200,82.197585705,1
96,NaN,1.1465,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.016035374813765525,Inf,200,83.058773461,1
97,NaN,1.17075,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.015956177216921334,Inf,200,83.980982221,1
98,NaN,1.2995499999999998,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01586797166008647,Inf,200,84.84362641700001,1
99,NaN,1.37845,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.015792674728161434,Inf,200,85.70195775300002,1
100,NaN,1.3921,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.01572409008617435,Inf,200,86.56805955200002,1
101,NaN,1.3662999999999998,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.015657333404776118,Inf,200,87.43157568800002,1
102,NaN,1.3418999999999999,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.015590631345226478,Inf,200,88.29738010300002,1
103,NaN,1.2856999999999998,600,0.014812377943149565,Inf,600,0.014812377943149565,Inf,600.0,0.015516994430675548,Inf,200,89.16082790800003,1
