generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.9900000000000009,400,1.2045926728471665,Inf,400,30.935941159177407,Inf,400.0,24.973745195862744,Inf,200,0.339687038,1
1,NaN,1.989975000000001,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.995,10.570157368682409,Inf,200,0.9072008579999999,1
2,NaN,1.9900000000000007,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,400.0,9.448357588169154,Inf,200,1.4673221079999998,1
3,NaN,1.9900000000000007,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,400.0,8.780403494382528,Inf,200,2.029043842,1
4,NaN,1.9899750000000005,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.995,8.181135371614287,Inf,200,2.594387755,1
5,NaN,1.9899750000000005,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.995,7.673025076852392,Inf,200,3.155563803,1
6,NaN,1.9899500000000003,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.99,7.315077511202614,Inf,200,3.718424064,1
7,NaN,1.9899,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.98,6.950454782871255,Inf,200,4.278605304,1
8,NaN,1.9899750000000003,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.995,6.719007693164413,Inf,200,4.840362967,1
9,NaN,1.9899500000000003,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.99,6.440517454642739,Inf,200,5.399106692,1
10,NaN,1.9899750000000003,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.995,6.1084319381224885,Inf,200,5.961834141000001,1
11,NaN,1.9899500000000003,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.99,5.820593959193571,Inf,200,6.52059936,1
12,NaN,1.9889000000000003,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.99,5.508273448933355,Inf,200,7.092057445,1
13,NaN,1.983825,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.995,5.207424423240463,Inf,200,7.663921987,1
14,NaN,1.9770750000000001,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.995,4.942829870817041,Inf,200,8.226703972,1
15,NaN,1.9696500000000001,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.99,4.667703044810401,Inf,200,8.794617190999999,1
16,NaN,1.9460500000000003,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.99,4.3051557203168,Inf,200,9.359041042999998,1
17,NaN,1.8714000000000002,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.99,4.020417217675537,Inf,200,9.930496882999998,1
18,NaN,1.827775,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,399.985,3.772846154058105,Inf,200,10.495987401999999,1
19,NaN,1.86245,400,1.2045926728471665,Inf,400,1.2045926728471665,Inf,400.0,3.5168637673650545,Inf,200,11.068728055,1
